,MDR's Variable,Variable Source,MDR's Description,Source's Description,similarity_score
237,AFFIL_FORSTOCK_GE10_NO_ARCHIVE,00041,"Does this company alone, or with its domestic affiliates, own 10 percent or more of the voting stock of an incorporated foreign business enterprise, or an equivalent interest in an unincorporated business enterprise, including ownership of real estate?",Owned by another company - No/Yes,58.60%
238,JOINT_COMPANY_NAME_4,00324,Investors: Company Name of Company Investor 4,Other Stockholder Equity,58.60%
239,INV_LIFO_NET_BGN,00214,"Inventories, Total Inventories after LIFO adjustment,  Beginning of Year",Inventories,58.60%
240,EXPS_ADMIN_OTHPRPCAS,00314,"Adminstrative Expenses, All other activities (i.e., life, accident and health, and hospital and medical service plans, including reinsurance)",All Other Current Liabilities.,58.60%
241,INCOM_LOAN_NFBUS_INT_PCT,00302,"Loan Products Income, Loans to non-financial businesses, Interest",Short Term Loans (Commercial Paper),58.60%
242,RCPT_TOT,00104,"Total Sales, Shipments, Receipts or Revenue",Income (loss) from Operation,58.50%
243,INCOM_U_INSTAL_FEES_PCT,00105,"Installment credit, Fees",Interest Expense,58.50%
244,COST_OTHER_OPEX,00110,"All other operating expenses  (Include payroll, benefits, utilities, depreciation, etc. Exclude cost of goods sold, interest, capital expenditures, and bad debt.)",Nonoperating expenses and income,58.50%
245,ASSET_RETIRED_MACH,00218,"Depreciable assets sold, retired, scrapped, destroyed, etc.   Machinery",Accumulated Depreciation,58.50%
246,INV_B_WIP_VAL,00214,"Inventories: Work-in-process,_x000D_
Prior Year",Inventories,58.50%
247,COST_MERCH,00214,"Purchases of merchandise for resale, net of returns, allowances, and trade and cash discounts",Inventories,58.50%
248,JOINT_INVEST_PCT_4,00327,Investors: Percent of Investment of Company Investor 4,Stockholders Equity,58.40%
249,RCPT_NONOP_DVAL,00110,Non-Patient Care Revenue,Nonoperating expenses and income,58.40%
250,EXPS_CON_PCT_MAIN,00110,"Expenditures incurred, Maintenance and repair",Nonoperating expenses and income,58.40%
251,RCPT_NONOP_PROGSRVC_VAL,00107,Non-operating revenue from program service,Other Recurring Non-operating Income,58.30%
252,CAPEX_USED_MACH,00110,"Capital Expenditures, Used Machinery",Nonoperating expenses and income,58.30%
253,INV_VAL_LIFO_END,00214,"Inventories by Valuation Method, Last-in, First-Out (LIFO), End of Year",Inventories,58.20%
254,INV_VAL_STD_BGN,00214,"Inventories by Valuation Method, Standard Cost, Beginning of Year",Inventories,58.20%
255,CAPEX_MIN_TOT,00321,"Capital Expenditures, Mineral Total",Capital Stock and Other Capital,58.10%
256,ASSET_OTHACQ_WRTIN_TXT,00218,"Domestic Depreciable Asset Data:_x000D_
Specified additions and acquisitions",Accumulated Depreciation,58.10%
257,INCOM_LOAN_VEH_OTH_PCT,00302,"Loan Products Income, Consumer vehicle loans, Other Fees",Short Term Loans (Commercial Paper),58.10%
258,RCPT_OTHMRCH_VAL,00214,"Sales, Shipments Receipts, or Revenue - Other merchandise",Inventories,58.10%
259,RCPT_DIR_PUB_VAL,00223,"Total Directories, Databases, and Other Collections of Information Revenue",Total Assets,58.10%
260,INCOM_U_INSTAL_INTER_PCT,00105,"Installment credit, Interest",Interest Expense,58.00%
261,RCPT_OFCEQ_VAL,00110,"Sales, Shipments Receipts, or Revenue - Office equipment & supplies",Nonoperating expenses and income,58.00%
262,JOINT_COMPANY_NAME_1,00324,Investors: Company Name of Company Investor 1,Other Stockholder Equity,58.00%
263,EXPS_COMPTR_OTHEQ_VAL,00216,Computer Hardware and Other Equipment,Plant and Equipment,57.90%
264,AFFIL_FORSTOCK_STAT,00324,Foreign Ownership or Control: Percent of Voting Stock Held,Other Stockholder Equity,57.90%
265,TAX_EXEMPT_STAT,00114,Tax Status: Exempt Income Status,Provision for Income Taxes,57.90%
266,AFFIL_SPL_ESTAB,00061,Number of affiliated locations (child establishments) with the same EIN,Number of Subsidiary Corporations,57.80%
267,ASSET_OTHACQ_VAL,00218,"Domestic Depreciable Asset Data:_x000D_
Gross value of other additions and acquisitions",Accumulated Depreciation,57.80%
268,RCPT_EXEMPT_REV,00110,Total revenue and expenses of a tax-exempt establishment,Nonoperating expenses and income,57.80%
269,INCOM_U_OTHER_TOT_PCT,00312,"Other credit financing, Total",Current Portion Long Term Debt-Other,57.70%
270,ASSET_SOLD_VAL,00218,"Domestic Depreciable Asset Data:_x000D_
Gross value of sold, retired, etc.",Accumulated Depreciation,57.70%
271,JOINT_COMPANY_ADDR_CITY_2,00327,"Investors, City of Company Investor 2",Stockholders Equity,57.60%
272,JOINT_COMPANY_NAME_3,00324,Investors: Company Name of Company Investor 3,Other Stockholder Equity,57.60%
273,JOINT_COMPANY_ADDR_CITY_3,00327,"Investors, City of Company Investor 3",Stockholders Equity,57.60%
274,CAPEX_CL_VAL,00321,Capital Leases,Capital Stock and Other Capital,57.50%
275,CAPEX_CL_VAL,00321,capital leases,Capital Stock and Other Capital,57.50%
276,RCPT_CLOTH_VAL,00214,"Sales, Shipments Receipts, or Revenue - Clothing",Inventories,57.50%
277,JOINT_COMPANY_NAME_5,00324,Investors: Company Name of Company Investor 5,Other Stockholder Equity,57.50%
278,OPSTAT_ADDR_CITY,00031,"Operational Status,  New owner/operator,  City, town, village, etc.",Corporation Status Active/Discontinued/Merged,57.40%
279,INV_OTHNL_WRTIN_TXT,00214,Inventory Valuation Methods: Specify,Inventories,57.40%
280,RCPT_COMP_VAL,00104,"Sales, Shipments Receipts, or Revenue - Computer",Income (loss) from Operation,57.40%
281,INV_VAL_AVG_BGN,00214,"Inventories by Valuation Method, Average Cost, Beginning of Year",Inventories,57.30%
282,INCOM_UNIT_CRED_INTER_PCT,00105,"Credit Card Products,  Interest",Interest Expense,57.30%
283,RCPT_NONMRCH_TXT,00110,"Sales, Shipments Receipts, or Revenue - Specify other non-merchandise",Nonoperating expenses and income,57.30%
284,RCPT_C_OWN_PRVT,00217,"Ownership of Construction projects,  Private businesses and individuals",Land and Mineral Rights,57.30%
285,RCPT_ELAPPL_VAL,00104,"Sales, Shipments Receipts, or Revenue - Electronics & appliances",Income (loss) from Operation,57.30%
286,EMP_MAR12,00223,Total Employment,Total Assets,57.20%
287,OPSTAT_ADDR_CITY_TXT,00031,Operational Status: Sold or Leased City,Corporation Status Active/Discontinued/Merged,57.20%
288,INV_E_LIFO_VAL,00214,Inventory Valuation Methods: CY LIFO,Inventories,57.20%
289,JOINT_COMPANY_ADDR_CITY_1,00327,"Investors, City of Company Investor 1",Stockholders Equity,57.20%
290,RCPT_C_OWN_GOV_TOT,00217,"Ownership of Construction projects,  Federal, Commonwealth, Territorial, and municipal governments",Land and Mineral Rights,57.10%
291,JOINT_INVEST_PCT_5,00327,Investors: Percent of Investment of Company Investor 5,Stockholders Equity,57.00%
292,NEG_INV_B_TOT_DVAL,00214,Negative copy of total inventories,Inventories,57.00%
293,BUS_TECH_ADD_MFG_Y,00001,Yes/No/Don't Know for Business Technology B,Is this your company's industry - yes/no,56.90%
294,AFFIL_OWNER_NAME,00041,Name of the owning or controlling company,Owned by another company - No/Yes,56.90%
295,EXPS_MAT_V1_VAL,00216,"Materials, Parts, and Supplies V1",Plant and Equipment,56.90%
296,RCPT_SPTGD_VAL,00214,"Sales, Shipments Receipts, or Revenue - Sporting goods",Inventories,56.90%
297,JOINT_INVEST_PCT_2,00328,Investors: Percent of Investment of Company Investor 2,Total Laibilities and Stockholders Equity,56.80%
298,PREV_OWN_EIN_NUM,00044,New Establishment: Former Ownership EIN,EI of company who owns,56.80%
299,RCPT_TOT_VAL,00104,"Sales, Shipments, Receipts, or Revenue",Income (loss) from Operation,56.80%
300,OPEX_MIN_ROYALTY,00110,Mining Operating Expenses:  Current operating expenses for royalty payments for this domestic reporting unit,Nonoperating expenses and income,56.80%
301,INCOM_U_INSTAL_OTH_PCT,00312,"Installment credit, Other",Current Portion Long Term Debt-Other,56.80%
302,COOPERATIVE_STAT,00031,Business Cooperative Status,Corporation Status Active/Discontinued/Merged,56.80%
303,CAPEX_TOT_DVAL,00321,Capital Expenditures: All capex - total,Capital Stock and Other Capital,56.80%
304,CAPEX_OTH_TOT_DVAL,00321,Capital Expenditures: Other new & used - total,Capital Stock and Other Capital,56.80%
305,OPSTAT_ADDR_STREET,00031,"Operational Status,  New owner/operator,  Street Address",Corporation Status Active/Discontinued/Merged,56.70%
306,INCOM_LOAN_GOV_INT_PCT,00305,"Loan Products Income, Loans to governments, Interest",Advances and Prepayments by the US GOV,56.70%
307,BUS_TECH_RFID,00001,Yes/No/Do Not Know for Business Technology C,Is this your company's industry - yes/no,56.70%
308,RECORD_STORENUM,00216,The store or plant number,Plant and Equipment,56.60%
309,AFFIL_OWNER_GT50_STAT,00324,Ownership or Control: Voting Stock Status,Other Stockholder Equity,56.60%
310,HOTEL_OWNNOTMNG_NUM,00061,Number of Hotel Establishments: Managed by others,Number of Subsidiary Corporations,56.60%
311,INCOM_U_OTHER_FEES_PCT,00105,"Other credit financing, Fees",Interest Expense,56.60%
312,EXPS_ADMIN_OTHPC_INS,00314,"Adminstrative Expenses, Other property and liability (casualty) insurance",All Other Current Liabilities.,56.50%
313,EXPS_ADMIN_VEHPC_INS,00314,"Adminstrative Expenses, Vehicle property and liability (casualty) insurance",All Other Current Liabilities.,56.50%
314,JOINT_COMPANY_NAME_2,00324,Investors: Company Name of Company Investor 2,Other Stockholder Equity,56.40%
315,INV_VAL_FIFO_END,00214,"Inventories by Valuation Method, First-in, First-Out (FIFO), End of Year",Inventories,56.30%
316,AFFIL_FOR_GE10,00324,"Does a foreign entity (company, individual, government, etc.) own directly or indirectly 10 percent or more of the voting stock or other eqty rights of your company?",Other Stockholder Equity,56.30%
317,INCOM_U_LOAN_UNSEC_OTH_PCT,00302,"Loan Products Income, Unsecured loans to consumers, Other Fees",Short Term Loans (Commercial Paper),56.30%
318,ASSET_END_TOT_DVAL,00218,"Domestic Depreciable Asset Data:_x000D_
Gross value of structures & equipment, ending",Accumulated Depreciation,56.30%
319,END_DATE,00021,Reporting Period End Date,Closing date,56.30%
320,PRCH_AUX_OTHEXPS_WRTIN,00110,"Auxiliary establishment,  all other selected expenses write-in description",Nonoperating expenses and income,56.30%
321,AFFIL_OWNER_NAME_TXT,00041,Ownership or Controlling Company: Name,Owned by another company - No/Yes,56.20%
322,INCOM_UNIT_BROK_INTER_PCT,00306,"Brokering and Dealing Products, Interest income from trading accounts",Trade Accounts and Trade Notes Payable,56.20%
323,INCOM_EXPS_NONRECURR_VAL,00108,Nonrecurring items,non-Recurring,56.20%
324,CAPEX_MIN_DEV,00217,"Capital Expenditures, Mineral Development",Land and Mineral Rights,56.10%
325,CAPEX_MACH,00321,"Capital Expenditures, New and Used Machinery",Capital Stock and Other Capital,56.10%
326,EXPS_ADMIN_OTHLIFE,00110,"Adminstrative Expenses, All other activities (i.e., property and casualty, including reinsurance, etc.)",Nonoperating expenses and income,56.10%
327,INCOM_LOAN_VEH_ORI_PCT,00302,"Loan Products Income, Consumer vehicle loans, Origination Fees",Short Term Loans (Commercial Paper),56.10%
328,OPSTATS,00031,"Indicates the end-of-year operational status by using collected fields OPSTAT_STAT, ACTV_MIO_NUM, as well as the Business Register's COV_CHG_CODE.",Corporation Status Active/Discontinued/Merged,56.10%
329,OPSTAT_ADDR_ZIP,00031,"Operational Status,  New owner/operator,  ZIP Code",Corporation Status Active/Discontinued/Merged,56.00%
330,EMP_MAR12_PY,00119,"First  Quarter Employment,  Prior Year",Retained Earnings at Beginning of Quarter,56.00%
331,EXPS_CON_DOL,00110,"Expenditures incurred,  construction activity",Nonoperating expenses and income,56.00%
332,ASSET_BGN_VAL,00218,"Domestic Depreciable Asset Data:_x000D_
Gross value of structures & equipment, beginning",Accumulated Depreciation,55.90%
333,JOINT_INVEST_PCT_3,00328,Investors: Percent of Investment of Company Investor 3,Total Laibilities and Stockholders Equity,55.90%
334,INCOM_UNIT_BROK_TOT_PCT,00104,"Brokering and Dealing Products,  Total income",Income (loss) from Operation,55.90%
335,OPSTAT_ACTIVE_ARCHIVE,00031,"Operational Status, What is this establishment's operation status?",Corporation Status Active/Discontinued/Merged,55.80%
336,PREV_OWNER_ADDR_ST,00031,State of Former Owner or operator,Corporation Status Active/Discontinued/Merged,55.80%
337,HOTEL_OWN3RD_STAT,00031,Hotel Management Company: Status,Corporation Status Active/Discontinued/Merged,55.80%
338,INCOM_LOAN_FBUS_ORI_PCT,00302,"Loan Products Income,  Loans to financial businesses, Origination Fees",Short Term Loans (Commercial Paper),55.80%
339,RCPT_S_MERCH_GT50_NO,00214,Did the sale of merchandise account for more than half of the total receipts of this establishment?,Inventories,55.70%
340,AFFIL_SPL_RCPT_TOT,00104,"Added child establishment,  Total Sales, Shipments, Receipts or Revenue",Income (loss) from Operation,55.60%
341,AFFIL_SPL_ROOM_RENT_TOT,00104,"Added child establishment,   Total Sales, Shipments, Receipts or Revenue",Income (loss) from Operation,55.60%
342,OPSTAT_EIN_NUM,00031,Operational Status: Sold or Leased EIN,Corporation Status Active/Discontinued/Merged,55.60%
343,CAPEX_NEW_TOT_DVAL,00321,Capital Expenditures: All new - total,Capital Stock and Other Capital,55.60%
344,CAPEX_MACH_OTH_PY,00110,"Capital Expenditures, Others Prior Year",Nonoperating expenses and income,55.60%
345,TAXSTAT,00114,Tax exempt status,Provision for Income Taxes,55.60%
346,INCOM_U_LOAN_UNSEC_TOT_PCT,00302,"Loan Products Income, Unsecured loans to consumers, Total",Short Term Loans (Commercial Paper),55.50%
347,COMPID,00022,Company ID used for disclosure avoidance processing,Employer Identification Number,55.40%
348,EXPS_RESALE_VAL,00214,Resales,Inventories,55.40%
349,CAPEX_TOT,00321,"Capital Expenditures, New and Used Buildings and Machinery Total",Capital Stock and Other Capital,55.40%
350,INCOM_EXPS_NONRCR_DBCRD_TXT,00107,Nonrecurring items - principal debits and credits that contribute - Description,Other Recurring Non-operating Income,55.40%
351,INCOM_LOAN_FBUS_OTH_PCT,00302,"Loan Products Income,  Loans to financial businesses, Other Fees",Short Term Loans (Commercial Paper),55.40%
352,DIRECT_PREM_OTHPC_INS,00314,"Direct Premiums Earned,  Other general liability insurance",All Other Current Liabilities.,55.40%
353,CAPEX_USED_TOT_DVAL,00321,Capital Expenditures: All used - total,Capital Stock and Other Capital,55.30%
354,EXPS_MAT_V2_VAL,00216,"Materials, Parts, and Supplies V2",Plant and Equipment,55.30%
355,INV_E_LIFO_NET_VAL,00214,Total Inventories After LIFO Adjustment,Inventories,55.30%
356,CAPEX_SOFTWARE_TOT_DVAL,00321,"Capital Expenditures:_x000D_
Computer Software, total",Capital Stock and Other Capital,55.20%
357,PAY_QTR1_PY,00119,First Quarter Payroll   Prior Year,Retained Earnings at Beginning of Quarter,55.20%
358,NPATREV_CONTGIFT,00110,"Non-Patient Care Revenue,  Contributions, gifts, and grants received",Nonoperating expenses and income,55.20%
359,EXPS_CON_PCT_RES,00105,"Expenditures incurred,  Residential buildings",Interest Expense,55.10%
360,RCPT_NONOP_GIFT_INVST_DVAL,00112,"subsidies, Contr., Gifts & Grants+Investment and property income",Provision for Income Taxes (FEDERAL),55.10%
361,AFFIL_FOR_NAME,00208,"Name of the foreign entity (company, individual, government, etc.)",Foreign Securities,55.00%
362,INV_RPT_DATE,00214,reporting Date for inventories,Inventories,55.00%
363,EXPS_TAX_VAL,00113,Governmental Taxes and License Fees,Provision for Income Taxes (STATE),55.00%
364,RCPT_SHPHDL_VAL,00104,"Sales, Shipments Receipts, or Revenue - S&H",Income (loss) from Operation,55.00%
365,EXPS_SOFTREPR_VAL,00110,Expensed purchases of software,Nonoperating expenses and income,54.90%
366,INV_VAL_FIFO_BGN,00214,"Inventories by Valuation Method, First-in, First-Out (FIFO), Beginning of Year",Inventories,54.90%
367,CAPEX_USED_TOT,00110,"Capital Expenditures, Used  Buildings and Machinery Total",Nonoperating expenses and income,54.90%
368,EXPS_CON_PCT_ADD,00110,"Expenditures incurred, Additions, alterations, or reconstruction",Nonoperating expenses and income,54.90%
369,EXPS_EXSOFT_VAL,00110,Expensed Purchases of Software,Nonoperating expenses and income,54.90%
370,EXPS_TOT_HOTEL_OWN3RD_VAL,00110,Hotel Management: Operating Expenses,Nonoperating expenses and income,54.80%
371,INCOM_U_LOAN_UNSEC_ORI_PCT,00302,"Loan Products Income, Unsecured loans to consumers, Origination Fees",Short Term Loans (Commercial Paper),54.80%
372,INCOM_LOAN_OTHHOM_INT_PCT,00302,"Loan Products Income, Other secured or guaranteed home loans to consumers - includes home eqty loans, Interest",Short Term Loans (Commercial Paper),54.80%
373,INCOM_EXPS_NONRCR_DBCRD_VAL,00107,Nonrecurring items - principal debits and credits that contribute - Amount,Other Recurring Non-operating Income,54.70%
374,INCOM_LOAN_GOV_ORI_PCT,00305,"Loan Products Income, Loans to governments, Origination Fees",Advances and Prepayments by the US GOV,54.70%
375,RCPT_BUS_PCT,00104,Source of Revenue: Business,Income (loss) from Operation,54.70%
