,MDR's Variable,Variable Source,MDR's Description,Source's Description,similarity_score,Cosine Score,Jaccard Score,Actual MDR's Variable
137,AFFIL_OWNER_GT50,B_PARENTCO_FOREIGN,Does another domestic company own more than 50% of the voting stock of your company?,Yes/No if business is a majority-owned subsidiary of a foreign company,58.22%,66.89%,9.09%,OWNED_FOREIGN_STAT
138,EXPS_CON_PCT_SUB,B_EXPCOST_BLDG,"Expenditures incurred,  Subdividing and/or developing lots",R&D capital expenditures for buildings and land imp R&D capital expenditures for equipmentrovement,58.21%,66.27%,12.50%,CAPEX_RD_OPS_BLDG_VAL
139,OWN_ST,O2_NAME_TITLE,Owner state,Name of second owner,58.14%,62.52%,33.33%,OWNER2_NAME
140,OPSTAT_EIN,O1_OTH_BUS_WIN,"Operational Status,  New owner/operator,  Employer Identification Number",Other status of the previous business Owner 1 started most recently,58.08%,65.39%,16.67%,PREV_BUS_OWN_TXT
141,AGENTPHONE,"RESP_PHONE_AREA_CODE
RESP_PHONE_PREFIX, RESP_PHONE_SUFFIX, ",Agent phone,Contact Information: Phone,58.05%,63.88%,25.00%,CERT_PHONE_NUM
142,EXPS_PROGPROD_VAL,B_DIFF_TARGETS,Program and Production Costs,Amount of effort it took to meet production targets,58.05%,62.42%,33.33%,PROD_TARG_EFFORT_CODE
143,CERT_TITLE,"
RESP_TITLE   ","Certification,  Title of person to contact",Contact Information: Title,57.93%,61.10%,40.00%,CERT_TITLE_TXT
144,BUS_TECH_GUD_VEH,B_COLLABG_FACILITY,Yes/No/Do not know for Business Technology F,Yes/No if business researched at government user facilities,57.90%,62.23%,33.33%,COLLABG_FACILITY_STAT
145,PRCH_TRANS_COST_TOT,EXPNS,"Purchased Transportation,  Total",Amount of total expenses,57.89%,63.70%,25.00%,EXPS_TOT_VAL
146,PRCH_TRANS_TOT,EXPNS,"Purchased Transportation,   Total",Amount of total expenses,57.89%,63.70%,25.00%,EXPS_TOT_VAL
147,RCPT_ECOMM_TOT_PCT,B_SALES_PCT_GOODS,"Percent of total sales, shipments, receipts, or revenue that were a result of e-commerce transactions","Percent of domestic sales, revenues, and grants coming from selling goods to customers",57.87%,65.72%,13.33%,SALES_GOODS_PCT
148,COST_VALUE_LAND,CPLND,Purchased cost of land or estimated value of raw land for reported construction projects,Total capital expenditures for research operations that went towards land acquisition,57.72%,66.73%,6.67%,CAPEX_RSRCH_LAND_VAL
149,AFFIL_FORSTOCK_GE10_STAT,B_ACTIVITYUFC_SALE ,Foreign Affiliates Status,Yes/No if foreign affiliated companies conducted marketing or sales services for this business,57.70%,66.12%,10.00%,AFFIL_NONUS_SALES_STAT
150,AFFIL_FOR_GE10_NO,B_PARENTCO_FOREIGN,"Does a foreign entity (company, individual, government, etc.) own directly or indirectly 10 percent or more of the voting stock or other eqty rights of your company?",Yes/No if business is a majority-owned subsidiary of a foreign company,57.68%,65.90%,11.11%,OWNED_FOREIGN_STAT
151,BLDR_CONTNAME,RESP_CONTACT_NAME ,Builder contact name,Contact Information: Name,57.55%,61.82%,33.33%,CERT_NAME_TXT
152,ASSET_RETIRED,B_EXPCOST_BLDG,"Depreciable assets sold, retired, scrapped, destroyed, etc.   Total Buildings and Machinery",R&D capital expenditures for buildings and land imp R&D capital expenditures for equipmentrovement,57.37%,66.02%,8.33%,CAPEX_RD_OPS_BLDG_VAL
153,RCPT_CLIENT_S_OTHAUXORG,B_COOP,"Class of Customer,  All other business firms and farms",Companies that are the clients or customers outside the business group,57.35%,65.70%,10.00%,COOP_PARTNER_LOC_CHKBOX
154,AFFIL_OWNER_STOCK_STAT,O1_PCT_OWNED ,Ownership or Control: Percent of Voting Stock Held,Percent owned by first owner,57.28%,65.18%,12.50%,OWNER1_PCT
155,ASSET_CAPEX_VAL,WZDEPR,capex for depreciated assets,Amount of internal research funds allocated to depreciation and amortization of assets,57.19%,65.07%,12.50%,EXPS_RSRCH_DEPR_VAL
156,OWNSTAT_GENDER,O1_SEX ,What is the sex of majority ownership of this establishment?,Sex of first owner,57.10%,63.64%,20.00%,OWNER_SEX_CODE
157,BUS_TECH_IND_ROB_Y,B_COLLABG_FACILITY,Yes/No/Do not Know for Business Technology D,Yes/No if business researched at government user facilities,57.09%,61.29%,33.33%,COLLABG_FACILITY_STAT
158,YEAR_START_DATE,FYEND_MONTH,if fiscal or part yr  what is startdate,Month that fiscal year ends ,57.06%,63.60%,20.00%,FY_END_DATE
159,CAPEX_BUILD_TOT_SUM,B_CAPEXP_TOTAL,"Sum estab new capital expenditures to KAU_x000D_
Sum KAU new capital expenditures to company",Amount of capital expenditures,56.93%,62.57%,25.00%,CAPEX_TOT_VAL
160,CLOSING_DATE_MONTH,B_CEASED_MONTH,Annual closing date of this corporation: Month,Month the business ceased operation,56.83%,64.65%,12.50%,OPSTAT_CEASED_MONTH_DATE
161,OPSTAT_ADDR_ZIP,O1_OTH_BUS,"Operational Status,  New owner/operator,  ZIP Code","Status of the previous business, other than this one, that the first owner started",56.73%,63.21%,20.00%,PREV_BUS_OWN_CODE
162,ESTAB_NUM,B_OWNERNUM,Total number of establishments,Number of owners of the business,56.70%,62.29%,25.00%,OWNER_NUM_STAT
163,ASSET_CAPEX_VAL,B_RDEXP_DOM_DEPR,"Domestic Depreciable Asset Data:_x000D_
Total capex",Amount of domestic R&D costs going to depreciation on property and equipment,56.70%,65.10%,9.09%,EXPS_RD_DOM_DEPR_VAL
164,RCPT_TRANSFER,B_RDFUND_US_THISBUS,Value of products shipped to other domestic plants of your company for further processing,Domestic R&D costs paid by this business,56.59%,64.81%,10.00%,FUNDS_RD_US_OWN_VAL
165,RCPT_SYSOFT_OTH_DVAL,B_EXPCOST_TECH,Other System Software revenue,R&D capital expenditures for software,56.44%,61.99%,25.00%,CAPEX_RD_OPS_TECH_VAL
166,INCOM_U_OTHER_OTH_PCT,B_CRDSRC,"Other credit financing, Other",Other sources of credit not listed,56.30%,61.83%,25.00%,CREDIT_SOURCES_CHKBOX
167,CAPEX_TOT_DVAL_SUM,TCPEX,"Sum estab capital expenditures to KAU _x000D_
Sum KAU capital expenditures to Company",Total capital expenditures,56.27%,61.79%,25.00%,CAPEX_TOT_VAL
168,FGINFO_EXTN,RESP_PHONE_EXT ,Phone number extension,Contact Information: Extension,56.20%,62.59%,20.00%,CERT_EXTENSION_NUM
169,RCPT_EXPT_ENERGY,B_SALES_PCT_GOODS,Percentage of revenue from exports to customers in Canada and Mexico,"Percent of domestic sales, revenues, and grants coming from selling goods to customers",56.12%,64.67%,7.69%,SALES_GOODS_PCT
170,AFFIL_FOR_GE10_STAT,B_PARENTCO_FOREIGN,Foreign Ownership or Control: Status,Yes/No if business is a majority-owned subsidiary of a foreign company,56.10%,64.03%,11.11%,OWNED_FOREIGN_STAT
171,RCPT_CONTRACT_M,B_CONTRACTOUT,"Contract Work done by customer in Puerto Rico,  Other manufacturing establishments",Yes/No if business contracted out manufacturing tasks,56.06%,64.19%,10.00%,MAN_CONTRACTOUT_STAT
172,BUS_TECH_SER_ROB_DNK_ARCHIVE,B_COLLABG_FACILITY,Yes/No/Do not know for Business Technology E,Yes/No if business researched at government user facilities,55.91%,59.89%,33.33%,COLLABG_FACILITY_STAT
173,RCPT_CLIENT_S_RET,B_REV ,"Class of Customer, Retailers",Types of customers that accounted for 10% or more of total sales,55.89%,65.75%,0.00%,CUST_TYPE_10_PCT_SALES_CHKBOX
174,CLASS_BANKS,B_COOP,"Class of Customer,  Banks, insurance, and real estate companies",Companies that are the clients or customers outside the business group,55.87%,64.26%,8.33%,COOP_PARTNER_LOC_CHKBOX
175,PRCH_COMPUTER_OTHEQ,B_EXPCOST_EQUIP,Expensed computer hardware and other equipment,R&D capital expenditures for equipment,55.84%,62.76%,16.67%,CAPEX_RD_OPS_EQUIP_VAL
176,AFFIL_FORSTOCK_GE10,B_PARENTCO_FOREIGN,"Does this company alone, or with its domestic affiliates, own 10 percent or more of the voting stock of an incorporated foreign business enterprise, or an equivalent interest in an unincorporated business enterprise, including ownership of real estate?",Yes/No if business is a majority-owned subsidiary of a foreign company,55.83%,63.16%,14.29%,OWNED_FOREIGN_STAT
177,OWNSTAT_RACE_DNK,O1_RACE,"Race of majority ownership - Is the race of the majority ownership of this establishment not known or not determinable, such as publicly traded?",Race of first owner,55.78%,63.67%,11.11%,OWNER_RACE_CODE
178,CERT_PHONE,"RESP_PHONE_AREA_CODE
RESP_PHONE_PREFIX, RESP_PHONE_SUFFIX, ","Certification,  Phone Number",Contact Information: Phone,55.74%,62.05%,20.00%,CERT_PHONE_NUM
179,CERT_EMAIL,RESP_EMAIL  ,"Certification,  Email address",Contact Information: Email,55.71%,62.01%,20.00%,CERT_EMAIL_TXT
180,OWNSTAT_RACE_OTHPACF_WRTIN,O1_RACE,The other Pacific Islander race(Race of majority ownership),Race of first owner,55.61%,62.48%,16.67%,OWNER_RACE_CODE
181,INCOM_UNIT_CRED_TOT_PCT,B_CRDAMT,"Credit Card Products,  Total",Total amount of credit that was requested and received ,55.59%,58.35%,40.00%,CREDIT_AMT_RECEIVED_STAT
182,CONTACT_NAME,RESP_CONTACT_NAME ,Name of person to contact about the survey,Contact Information: Name,55.54%,60.92%,25.00%,CERT_NAME_TXT
183,MAJOR_ACT_CODE_WRTIN_TXT,RESP_BUS_DESC,Major Activity Code: Primary products or services,Primary business activity,55.34%,60.07%,28.57%,NAICS_DESC_TXT
184,SE_CAPITAL_STOCK_VAL,TCPEX,Capital stock and other capital - Include additional paid in capital,Total capital expenditures,55.27%,62.50%,14.29%,CAPEX_TOT_VAL
185,FGINFO_NAME,RESP_CONTACT_NAME ,Name of F/G contact person,Contact Information: Name,55.25%,59.11%,33.33%,CERT_NAME_TXT
186,SE_CAP_ST_LESS_TREAS_ST_VAL,TCPEX,Capital stock and other capital (less treasury stock),Total capital expenditures,55.23%,61.45%,20.00%,CAPEX_TOT_VAL
187,RCPT_EXEMPT_REV,EXPNS,Total revenue and expenses of a tax-exempt establishment,Amount of total expenses,55.21%,59.07%,33.33%,EXPS_TOT_VAL
188,COST_OTHER_OPEX,B_EXPCOST_OTH ,"All other operating expenses  (Include payroll, benefits, utilities, depreciation, etc. Exclude cost of goods sold, interest, capital expenditures, and bad debt.)",All other R&D capital expenditures,55.12%,62.49%,13.33%,CAPEX_RD_OPS_OTH_VAL
189,PREV_OWN_ADDR_ST_TXT,O1_OTH_BUS,New Establishment: Former Ownership ST,"Status of the previous business, other than this one, that the first owner started",55.10%,64.82%,0.00%,PREV_BUS_OWN_CODE
190,PREV_OWNER_MONTH,B_CEASED_MONTH,Month acquired from Former Owner or operator,Month the business ceased operation,55.01%,62.20%,14.29%,OPSTAT_CEASED_MONTH_DATE
191,DEPR_TOT,B_RDEXP_DOM_DEPR,"Depreciation charges, Total Buildings and Machinery",Amount of domestic R&D costs going to depreciation on property and equipment,55.01%,62.76%,11.11%,EXPS_RD_DOM_DEPR_VAL
192,FUNDS_DEV_TRANSFER,WZTOT,"Source of Research and Development Funds,  Transfers or other payments from other establishments of your enterprise",Amount of internal research funds,54.94%,60.72%,22.22%,EXPS_RSRCH_VAL
193,SURVEY_LFO_FOREIGN_YES_ARCHIVE,B_ACTIVITYUFC_ADMIN ,"Legal Form of Organization,  Foreign Control,   Was this establishment a Controlled Foreign Corporation?",Yes/No if foreign affiliated companies conducted administrative or management functions for this business,54.94%,63.38%,7.14%,AFFIL_NONUS_ADMIN_STAT
194,RCPT_CLIENT_S_ENGIN,B_COOP,"Class of Customer, Engineering firms",Companies that are the clients or customers outside the business group,54.89%,64.58%,0.00%,COOP_PARTNER_LOC_CHKBOX
195,NPATREV_OTHER_NONOP_WRTIN,B_SALES_PCT_US_TOT,All other non-operating revenue write-in description,"Write-in of other sales, revenue, and grant sourcesTotal percent entered from domestic sales questions",54.87%,60.14%,25.00%,SALES_US_TOT_DPCT
196,PREV_OWN_EIN_NUM,O1_OTH_BUS_WIN,New Establishment: Former Ownership EIN,Other status of the previous business Owner 1 started most recently,54.86%,64.54%,0.00%,PREV_BUS_OWN_TXT
197,PREV_OWNER_ADDR_STREET,O1_NAME_TITLE,Street Address of Former Owner or operator,Name of first owner,54.86%,60.13%,25.00%,OWNER1_NAME
198,RCPT_CLIENT_S_ARCH,B_COOP,"Class of Customer, Architectural firms",Companies that are the clients or customers outside the business group,54.76%,64.42%,0.00%,COOP_PARTNER_LOC_CHKBOX
199,ASSET_RETIRED_BUILD,B_EXPCOST_BLDG,"Depreciable assets sold, retired, scrapped, destroyed, etc.   Buildings",R&D capital expenditures for buildings and land imp R&D capital expenditures for equipmentrovement,54.72%,62.62%,10.00%,CAPEX_RD_OPS_BLDG_VAL
200,NAME1,B_COOP,Company Name,Companieswithin the business group ,54.62%,64.25%,0.00%,COOP_PARTNER_LOC_CHKBOX
201,FUNDS_DEV_NONFED,NPRDSOURCEWI,"Source of Research and Development Funds,  Non-federal sources outside your enterprise_x000D_
(Include receipts from other enterprises, state and local governments, and other organizations.)",Details on the amount of internal research funds that came from other sources,54.61%,61.14%,17.65%,EXPS_RSRCH_OTH_TXT
202,CLASS_GOV,B_COOP,"Class of Customer,  Governmental bodies (Federal, state, and local)","Clients or customers from the public sector: public sector includes government owned organizations such as local, regional and national administrations and agencies, schools, hospitals, and government providers of services such as security, transport, housing, energy, etc. ",54.60%,63.53%,4.00%,COOP_PARTNER_LOC_CHKBOX
203,ASSET_OTHACQ_VAL,B_RDEXP_DOM_DEPR,"Domestic Depreciable Asset Data:_x000D_
Gross value of other additions and acquisitions",Amount of domestic R&D costs going to depreciation on property and equipment,54.53%,62.80%,7.69%,EXPS_RD_DOM_DEPR_VAL
204,INCOM_U_INSTAL_OTH_PCT,B_CRDAMT,"Installment credit, Other",Total amount of credit that was requested and received ,54.51%,59.72%,25.00%,CREDIT_AMT_RECEIVED_STAT
205,ASSET_TOT_END,B_EXPCOST_BLDG,"Depreciable assets at the end of the year,  Total Buildings and Machinery",R&D capital expenditures for buildings and land imp R&D capital expenditures for equipmentrovement,54.46%,62.31%,10.00%,CAPEX_RD_OPS_BLDG_VAL
206,PRCH_TOT,EXPNS,Total Purchased Services,Amount of total expenses,54.41%,59.60%,25.00%,EXPS_TOT_VAL
207,HOTEL_OWNMNG_NUM,B_OWNERNUM,Number of Hotel Establishments: Self managed,Number of owners of the business,54.41%,61.07%,16.67%,OWNER_NUM_STAT
208,RCPT_CLIENT_S_COMRCL,B_COOP,"Class of Customer, All other business firms and organizations (Manufacturing, utilities, mining, shopping centers, office buildings, etc.)",Companies that are the clients or customers outside the business group,54.38%,62.94%,5.88%,COOP_PARTNER_LOC_CHKBOX
209,RCPT_APSOFT_PUB_VAL,B_EXPCOST_TECH,Total Application Software Publishing Revenue,R&D capital expenditures for software,54.30%,61.36%,14.29%,CAPEX_RD_OPS_TECH_VAL
210,RENT_PAY_ENT_BUILD,B_EXPCOST_BLDG,"Enterprise payments for other establishments,  Lease and rental payments for land, buildings, structures, store spaces, and offices",R&D capital expenditures for buildings and land imp R&D capital expenditures for equipmentrovement,54.26%,61.12%,15.38%,CAPEX_RD_OPS_BLDG_VAL
211,PROP_MAR12_TOT_S,B_OWNERNUM,"Proprietor or Partner by Occupation, Total",Number of owners of the business,54.22%,63.79%,0.00%,OWNER_NUM_STAT
212,PREV_OWN_ACQ_DATE,O1_ACQ_BUS_YR,New Establishment: Acquisition Date,Year that the first owner initially acquired this business,54.17%,63.73%,0.00%,OWNER_ACQ_YEAR
213,RCPT_CLIENT_S_BUS,B_COOP,"Class of Customer,  Business firms and farms",Companies that are the clients or customers outside the business group,54.14%,61.93%,10.00%,COOP_PARTNER_LOC_CHKBOX
214,PREV_OWNER_EIN,O1_ACQ_BUS_YR_DK  ,Previous Owner Employer Identifcation Number,Owner 1 does not know when initially acquired ownership of this business,54.13%,62.08%,9.09%,O1_ACQ_BUS_YR_CODE
215,CLASS_TOT_PCT,B_REV ,"Class of Customer,  Total",Types of customers that accounted for 10% or more of total sales,54.13%,61.48%,12.50%,CUST_TYPE_10_PCT_SALES_CHKBOX
216,ASSET_END_TOT_DVAL,B_RDEXP_DOM_DEPR,"Domestic Depreciable Asset Data:_x000D_
Gross value of structures & equipment, ending",Amount of domestic R&D costs going to depreciation on property and equipment,54.10%,60.94%,15.38%,EXPS_RD_DOM_DEPR_VAL
217,RCPT_SYSOFT_PUB_VAL,B_EXPCOST_TECH,Total System Software Publishing Revenue,R&D capital expenditures for software,54.10%,60.71%,16.67%,CAPEX_RD_OPS_TECH_VAL
218,FOOD_DAYPART_TOT_PCT,B_SALES_PCT_GOODS,"Food and Beverage Sales,  Total","Percent of domestic sales, revenues, and grants coming from selling goods to customers",54.08%,62.02%,9.09%,SALES_GOODS_PCT
219,INCL_COST_VALUE_LAND,CPLND,Was the purchased cost of land or estimated value of raw land included in the receipts for construction work?,Total capital expenditures for research operations that went towards land acquisition,53.99%,62.42%,6.25%,CAPEX_RSRCH_LAND_VAL
220,EXPS_TOT_HOTEL_OWN3RD_VAL,B_OPEXPENSE ,Hotel Management: Operating Expenses,Total domestic operating expenses,53.97%,57.62%,33.33%,EXPS_TOT_VAL
221,CLASS_LOCALRES,B_REV ,"Class of Customer,  Household consumers and individuals (Exclude visiting tourists)",Types of customers that accounted for 10% or more of total sales,53.87%,63.38%,0.00%,CUST_TYPE_10_PCT_SALES_CHKBOX
222,OWNSTAT_RACE_OTH,O1_RACE,Race of majority ownership - Is the race of the majority ownership of this establishment some other race?,Race of first owner,53.77%,59.73%,20.00%,OWNER_RACE_CODE
223,AFFIL_OWNER_NAME,B_COOP,Name of the owning or controlling company,Companieswithin the business group ,53.75%,63.24%,0.00%,COOP_PARTNER_LOC_CHKBOX
224,MFG_ESTAB_NUM,B_CONTRACTIN_TYPE ,Number of manufacturing establishments,Types of companies that this business performed manufacturing for,53.72%,60.67%,14.29%,MAN_CONTRACTIN_CHKBOX
225,OPEX_MIN_EXROYALTY,B_OPEXPENSE ,"Mining Operating Expenses:  Current operating expenses for exploration, development, and mineral land and rights for this domestic reporting unit",Total domestic operating expenses,53.67%,59.07%,23.08%,EXPS_TOT_VAL
226,RCPT_CLIENT_U_GOVOWN,B_COOP,"Class of Customer,  Government-owned utilties","Clients or customers from the public sector: public sector includes government owned organizations such as local, regional and national administrations and agencies, schools, hospitals, and government providers of services such as security, transport, housing, energy, etc. ",53.66%,61.52%,9.09%,COOP_PARTNER_LOC_CHKBOX
227,AFFIL_FORSTOCK_STAT,O1_PCT_OWNED ,Foreign Ownership or Control: Percent of Voting Stock Held,Percent owned by first owner,53.65%,61.16%,11.11%,OWNER1_PCT
228,ASSET_OTHACQ_WRTIN_TXT,B_RDEXP_DOM_DEPR,"Domestic Depreciable Asset Data:_x000D_
Specified additions and acquisitions",Amount of domestic R&D costs going to depreciation on property and equipment,53.49%,61.46%,8.33%,EXPS_RD_DOM_DEPR_VAL
229,RCPT_PRODPCT_0,B_SALES_PCT_GOODS,"Percent ranges for: During $$00, what was the percent of total revenue (as reported in Item 5A) from products sold by this establishment that were manufactured or mined in the United States by your company or its subsidiaries?","Percent of domestic sales, revenues, and grants coming from selling goods to customers",53.48%,62.18%,4.17%,SALES_GOODS_PCT
230,EXPS_REPAIR_DOL,EXPNS,Expenses for maintenance and repairs,Amount of total expenses,53.41%,58.43%,25.00%,EXPS_TOT_VAL
231,RCPT_CLIENT_S_CON,B_COOP,"Class of Customer, Construction firms",Companies that are the clients or customers outside the business group,53.41%,62.83%,0.00%,COOP_PARTNER_LOC_CHKBOX
232,RCPT_CUST_BUS_PCT,B_REV ,"Class of Customer: Total Revenue,_x000D_
Business",Types of customers that accounted for 10% or more of total sales,53.41%,61.23%,9.09%,CUST_TYPE_10_PCT_SALES_CHKBOX
233,CLASS_FARMGT50_YES_ARCHIVE,B_REV ,"Class of Customer,  Were 50 percent or more of the goods sold by this establishment purchased directly from farmers?",Types of customers that accounted for 10% or more of total sales,53.40%,62.82%,0.00%,CUST_TYPE_10_PCT_SALES_CHKBOX
234,COOPERATIVE_STAT,B_COOP_OTH_BUS,Business Cooperative Status,Yes/No if business cooperated with other businesses or organizations on any other business activities,53.36%,60.25%,14.29%,COOP_OTH_BUS_STAT
235,RCPT_CLIENT_F_GOV,B_COOP,"Class of Customer,  Federal, state, and local governments","Clients or customers from the public sector: public sector includes government owned organizations such as local, regional and national administrations and agencies, schools, hospitals, and government providers of services such as security, transport, housing, energy, etc. ",53.36%,62.04%,4.17%,COOP_PARTNER_LOC_CHKBOX
