Variable Source,Variable - MDR,Similarity Score (result/cosineSimilarity.csv),Actual Result,VariableNameB (result/cosineJaccardSimilarity.csv),Similarity Score (result/cosineJaccardSimilarity.csv),Actual Result (result/cosineJaccardSimilarity.csv),VariableNameB (result/cosineSimilarityMultiple.csv),Similarity Score (result/cosineSimilarityMultiple.csv),Actual Result (result/cosineSimilarityMultiple.csv),Match (result/cosineSimilarity.csv),Match (result/cosineJaccardSimilarity.csv),Match (result/cosineSimilarityMultiple.csv)
B_RDEXP_DOM_MATERIALS,COST_MAT_TOT,64.90%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,57.67%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,64.90%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_CEASED_MONTH,OPSTAT_DATES,64.80%,OPSTAT_CEASED_MONTH_DATE,B_CEASED_MONTH,57.26%,OPSTAT_CEASED_MONTH_DATE,B_CEASED_MONTH,64.80%,OPSTAT_CEASED_MONTH_DATE,0,0,0
,SERVICES_EXPORTED_N,,,,,,,,,0,0,0
CPSTR,CAPEX_NEWCON_PCT,64.70%,CAPEX_RSRCH_BUILD_VAL,CPSTR,57.16%,CAPEX_RSRCH_BUILD_VAL,CPSTR,64.70%,CAPEX_RSRCH_BUILD_VAL,0,0,0
B_RD_CREATE,BUS_TECH_RFID_Y_ARCHIVE,64.60%,RD_CREATE_STAT,B_RD_CREATE,59.16%,RD_CREATE_STAT,B_RD_CREATE,64.60%,RD_CREATE_STAT,0,0,0
EXPNS,RCPT_EXEMPT_REV,64.50%,EXPS_TOT_VAL,EXPNS,59.81%,EXPS_TOT_VAL,EXPNS,64.50%,EXPS_TOT_VAL,0,0,0
B_EXPCOST_BLDG,EXPS_CON_PCT_NORES,64.40%,CAPEX_RD_OPS_BLDG_VAL,B_EXPCOST_BLDG,59.73%,CAPEX_RD_OPS_BLDG_VAL,B_EXPCOST_BLDG,64.40%,CAPEX_RD_OPS_BLDG_VAL,0,0,0
O2_NAME_TITLE,PREV_OWNER_ADDR_ST,64.30%,OWNER2_NAME,O2_NAME_TITLE,58.45%,OWNER2_NAME,O2_NAME_TITLE,64.30%,OWNER2_NAME,0,0,0
B_CAPEXP_TOTAL,EXPS_CON_PCT_SUB,64.20%,CAPEX_TOT_VAL,B_CAPEXP_TOTAL,57.07%,CAPEX_TOT_VAL,B_CAPEXP_TOTAL,64.20%,CAPEX_TOT_VAL,0,0,0
B_SALES_TOT_US,RCPT_TOT_VAL,64.10%,SALES_US_TOT_VAL,B_SALES_TOT_US,58.73%,SALES_US_TOT_VAL,B_SALES_TOT_US,64.10%,SALES_US_TOT_VAL,0,0,0
B_SALES_TOT_US,RCPT_TOT_PY,63.90%,SALES_US_TOT_VAL,B_SALES_TOT_US,57.30%,SALES_US_TOT_VAL,B_SALES_TOT_US,63.90%,SALES_US_TOT_VAL,0,0,0
B_EXPCOST_OTH ,CAPEX_NEW_HWY_MACH,63.70%,CAPEX_RD_OPS_OTH_VAL,B_EXPCOST_OTH ,57.45%,CAPEX_RD_OPS_OTH_VAL,B_EXPCOST_OTH ,63.70%,CAPEX_RD_OPS_OTH_VAL,0,0,0
,AFFIL_CONTROL_NO,,,,,,,,,0,0,0
B_EXPCOST_BLDG,CAPEX_NEW_NONHWY_MACH,63.70%,CAPEX_RD_OPS_BLDG_VAL,B_EXPCOST_BLDG,56.77%,CAPEX_RD_OPS_BLDG_VAL,B_EXPCOST_BLDG,63.70%,CAPEX_RD_OPS_BLDG_VAL,0,0,0
RESP_BUS_DESC,RCPT_OTH,63.70%,NAICS_DESC_TXT,RESP_BUS_DESC,56.62%,NAICS_DESC_TXT,RESP_BUS_DESC,63.70%,NAICS_DESC_TXT,0,0,0
B_CAPEXP_TOTAL,CAPEX_MIN_LAND,63.60%,CAPEX_TOT_VAL,B_CAPEXP_TOTAL,61.53%,CAPEX_TOT_VAL,B_CAPEXP_TOTAL,63.60%,CAPEX_TOT_VAL,0,0,0
O1_ACQ_BUS_YR,PREV_OWNER_YEAR,63.50%,OWNER_ACQ_YEAR,O1_ACQ_BUS_YR,61.44%,OWNER_ACQ_YEAR,O1_ACQ_BUS_YR,63.50%,OWNER_ACQ_YEAR,0,0,0
B_RDEXP_DOM_MATERIALS,COST_MAT_TOT_PY,63.30%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,55.66%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,63.30%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_SALES_PCT_US_TOT,MERCH_EST_NEW_2_PCT,63.20%,SALES_US_TOT_DPCT,B_SALES_PCT_US_TOT,56.49%,SALES_US_TOT_DPCT,B_SALES_PCT_US_TOT,63.20%,SALES_US_TOT_DPCT,0,0,0
B_CONTRACTOUT_TYPE,COST_LABOR_PRD,63.20%,MAN_CONTRACTOUT_CHKBOX,B_CONTRACTOUT_TYPE,53.69%,MAN_CONTRACTOUT_CHKBOX,B_CONTRACTOUT_TYPE,63.20%,MAN_CONTRACTOUT_CHKBOX,0,0,0
B_SALES_TOT_US,RCPT_BILL_OTHOP_DVAL,63.00%,SALES_US_TOT_VAL,B_SALES_TOT_US,56.05%,SALES_US_TOT_VAL,B_SALES_TOT_US,63.00%,SALES_US_TOT_VAL,0,0,0
B_RDEXP_DOM_DEPR,DEPR_TOT_MACH,62.90%,EXPS_RD_DOM_DEPR_VAL,B_RDEXP_DOM_DEPR,55.59%,EXPS_RD_DOM_DEPR_VAL,B_RDEXP_DOM_DEPR,62.90%,EXPS_RD_DOM_DEPR_VAL,0,0,0
O2_PCT_OWNED,AFFIL_OWNER_STOCK_STAT,62.70%,OWNER2_PCT,O2_PCT_OWNED,54.98%,OWNER2_PCT,O2_PCT_OWNED,62.70%,OWNER2_PCT,0,0,0
,RCPT_NONOP_OTH_NONOP_TE_VAL,,,,,,,,,0,0,0
B_SALES_PCT_SERVICE,RCPT_CUST_RES_DVAL,62.70%,SALES_SERVICE_PCT,B_SALES_PCT_OTH,54.76%,SALES_OTH_PCT,B_SALES_PCT_SERVICE,62.70%,SALES_SERVICE_PCT,0,0,0
,FUNDS_DEV_NO_ARCHIVE,,,,,,,,,0,0,0
"
RESP_TITLE   ",CERT_TITLE,62.60%,CERT_TITLE_TXT,"
RESP_TITLE   ",59.23%,CERT_TITLE_TXT,"
RESP_TITLE   ",62.60%,CERT_TITLE_TXT,0,0,0
B_ACTIVITYUFC_LOG ,AFFIL_FORSTOCK_GE10_STAT,62.50%,AFFIL_NONUS_LOGSTC_STAT,B_ACTIVITYUFC_LOG ,54.97%,AFFIL_NONUS_LOGSTC_STAT,B_ACTIVITYUFC_LOG ,62.50%,AFFIL_NONUS_LOGSTC_STAT,0,0,0
B_SALES_PCT_GOODS,RCPT_EXPT_ENERGY,62.40%,SALES_GOODS_PCT,B_SALES_PCT_GOODS,54.17%,SALES_GOODS_PCT,B_SALES_PCT_GOODS,62.40%,SALES_GOODS_PCT,0,0,0
,BUS_TECH_TOUCH_N_ARCHIVE,,,,,,,,,0,0,0
B_EXPCOST_TECH,RCPT_APSOFT_OTH_DVAL,62.20%,CAPEX_RD_OPS_TECH_VAL,B_EXPCOST_TECH,55.87%,CAPEX_RD_OPS_TECH_VAL,B_EXPCOST_TECH,62.20%,CAPEX_RD_OPS_TECH_VAL,0,0,0
B_COOP,RCPT_CLIENT_S_STGOV,62.20%,COOP_PARTNER_LOC_CHKBOX,B_COOP,54.07%,COOP_PARTNER_LOC_CHKBOX,B_COOP,62.20%,COOP_PARTNER_LOC_CHKBOX,0,0,0
B_EXPCOST_TECH,RCPT_SYSOFT_OTH_DVAL,62.10%,CAPEX_RD_OPS_TECH_VAL,B_EXPCOST_TECH,56.53%,CAPEX_RD_OPS_TECH_VAL,B_EXPCOST_TECH,62.10%,CAPEX_RD_OPS_TECH_VAL,0,0,0
,RCPT_PRODPCT_1TO25,,,,,,,,,0,0,0
RESP_PHONE_EXT ,CERT_EXTENSION_NUM,100.00%,CERT_EXTENSION_NUM,RESP_PHONE_EXT ,100.00%,CERT_EXTENSION_NUM,RESP_PHONE_EXT ,100.00%,CERT_EXTENSION_NUM,1,1,1
,SERVICES_IMPORTED_Y,,,,,,,,,0,0,0
B_OPEXPENSE ,OPEX_MIN_EXROYALTY,61.80%,EXPS_TOT_VAL,B_OPEXPENSE ,56.00%,EXPS_TOT_VAL,B_OPEXPENSE ,61.80%,EXPS_TOT_VAL,0,0,0
O2_NAME_TITLE,PREV_OWNER_ADDR_CITY,61.80%,OWNER2_NAME,O2_NAME_TITLE,56.31%,OWNER2_NAME,O2_NAME_TITLE,61.80%,OWNER2_NAME,0,0,0
TCPEX,EXPS_CON_PCT_NEW_TOT,61.70%,CAPEX_TOT_VAL,TCPEX,57.47%,CAPEX_TOT_VAL,TCPEX,61.70%,CAPEX_TOT_VAL,0,0,0
,RD_CHECK_YES_ARCHIVE,,,,,,,,,0,0,0
O2_NAME_TITLE,NAME2,61.60%,OWNER2_NAME,O2_NAME_TITLE,52.33%,OWNER2_NAME,O2_NAME_TITLE,61.60%,OWNER2_NAME,0,0,0
TCPEX,EXPS_CON_PCT_TOT2,61.60%,CAPEX_TOT_VAL,TCPEX,57.37%,CAPEX_TOT_VAL,TCPEX,61.60%,CAPEX_TOT_VAL,0,0,0
EXPNS,PRCH_AUX_TOT,61.60%,EXPS_TOT_VAL,EXPNS,58.35%,EXPS_TOT_VAL,EXPNS,61.60%,EXPS_TOT_VAL,0,0,0
B_OWNERNUM,PROP_MAR12_TOT_S,61.50%,OWNER_NUM_STAT,B_OWNERNUM,52.31%,OWNER_NUM_STAT,B_OWNERNUM,61.50%,OWNER_NUM_STAT,0,0,0
,SURVEY_LFO_COOP_ARCHIVE,,,,,,,,,0,0,0
B_PARENTCO_DOMESTIC,SUBSID_NUM,61.30%,OWNED_DOMESTIC_STAT,B_PARENTCO_DOMESTIC,54.07%,OWNED_DOMESTIC_STAT,B_PARENTCO_DOMESTIC,61.30%,OWNED_DOMESTIC_STAT,0,0,0
B_TYPS_WRKS,PAY_QTR1_PRDWRK_VAL,61.10%,WRKR_TYPE_CHKBOX,B_TYPS_WRKS,54.41%,WRKR_TYPE_CHKBOX,B_TYPS_WRKS,61.10%,WRKR_TYPE_CHKBOX,0,0,0
O3_NAME_TITLE,OWN_PO,61.10%,OWNER3_NAME,O3_NAME_TITLE,59.41%,OWNER3_NAME,O3_NAME_TITLE,61.10%,OWNER3_NAME,0,0,0
B_SALES_TOT_US,RCPT_SHPHDL_VAL,61.10%,SALES_US_TOT_VAL,B_SALES_TOT_US,56.24%,SALES_US_TOT_VAL,B_SALES_TOT_US,61.10%,SALES_US_TOT_VAL,0,0,0
O1_RACE_OTH_PAC_WIN,OWNSTAT_RACE_WHITE,61.10%,OWNER_RACE_CODE,O1_RACE_WHITE_WIN,54.40%,OWNER_RACE_CODE,O1_RACE_WHITE_WIN,61.10%,OWNER_RACE_CODE,0,0,0
B_TYPS_WRKS,EMP_MAR12_PRDWRK_NUM,61.10%,WRKR_TYPE_CHKBOX,B_TYPS_WRKS,51.97%,WRKR_TYPE_CHKBOX,B_TYPS_WRKS,61.10%,WRKR_TYPE_CHKBOX,0,0,0
GRNTS,GRANTS_TRANSFERS_TOT,61.00%,EXPS_PROV_RSRCH_VAL,GRNTS,53.74%,EXPS_PROV_RSRCH_VAL,GRNTS,61.00%,EXPS_PROV_RSRCH_VAL,0,0,0
B_SALES_PCT_US_TOT,MERCH_EST_NEW_3_PCT,61.00%,SALES_US_TOT_DPCT,B_SALES_PCT_US_TOT,54.83%,SALES_US_TOT_DPCT,B_SALES_PCT_US_TOT,61.00%,SALES_US_TOT_DPCT,0,0,0
B_CONTRACTOUT_TYPE,RCPT_FOOD_CNTRC_MANUF,60.80%,MAN_CONTRACTOUT_CHKBOX,B_CONTRACTOUT_TYPE,53.52%,MAN_CONTRACTOUT_CHKBOX,B_CONTRACTOUT_TYPE,60.80%,MAN_CONTRACTOUT_CHKBOX,0,0,0
B_OWNERNUM,ESTAB_NUM,60.80%,OWNER_NUM_STAT,B_OWNERNUM,56.71%,OWNER_NUM_STAT,B_OWNERNUM,60.80%,OWNER_NUM_STAT,0,0,0
B_OWNERNUM,ESTAB_NUM,60.80%,OWNER_NUM_STAT,B_OWNERNUM,56.71%,OWNER_NUM_STAT,B_OWNERNUM,60.80%,OWNER_NUM_STAT,0,0,0
B_SALES_TOT_US,RCPT_TOT_PY_VAL,60.70%,SALES_US_TOT_VAL,B_SALES_TOT_US,54.93%,SALES_US_TOT_VAL,B_SALES_TOT_US,60.70%,SALES_US_TOT_VAL,0,0,0
O2_NAME_TITLE,AFFIL_OWNER_NAME,60.70%,OWNER2_NAME,O2_NAME_TITLE,51.64%,OWNER2_NAME,O2_NAME_TITLE,60.70%,OWNER2_NAME,0,0,0
B_REV ,CLASS_RESALE_YES_ARCHIVE,60.70%,CUST_TYPE_10_PCT_SALES_CHKBOX,B_REV ,52.70%,CUST_TYPE_10_PCT_SALES_CHKBOX,B_REV ,60.70%,CUST_TYPE_10_PCT_SALES_CHKBOX,0,0,0
O2_NAME_TITLE,AFFIL_FOR_NAME_TXT,60.60%,OWNER2_NAME,O2_NAME_TITLE,51.48%,OWNER2_NAME,O2_NAME_TITLE,60.60%,OWNER2_NAME,0,0,0
B_CONTRACTIN_TYPE ,MERCH_THIS_EST_PCT,60.60%,MAN_CONTRACTIN_CHKBOX,B_CONTRACTIN_TYPE ,51.51%,MAN_CONTRACTIN_CHKBOX,B_CONTRACTIN_TYPE ,60.60%,MAN_CONTRACTIN_CHKBOX,0,0,0
B_CEASED_MONTH,CLOSING_DATE_MONTH,60.60%,OPSTAT_CEASED_MONTH_DATE,B_CEASED_MONTH,53.35%,OPSTAT_CEASED_MONTH_DATE,B_CEASED_MONTH,60.60%,OPSTAT_CEASED_MONTH_DATE,0,0,0
B_OWNERNUM,HOTEL_OWN3RD_NUM,60.60%,OWNER_NUM_STAT,B_OWNERNUM,54.53%,OWNER_NUM_STAT,B_OWNERNUM,60.60%,OWNER_NUM_STAT,0,0,0
B_CRDAMT,INCOM_U_INSTAL_INTER_PCT,60.50%,CREDIT_AMT_RECEIVED_STAT,B_CRDAMT,55.19%,CREDIT_AMT_RECEIVED_STAT,B_CRDAMT,60.50%,CREDIT_AMT_RECEIVED_STAT,0,0,0
B_WORLDEXP_TOTAL ,EXPS_TOT_HOTEL_OWN3RD_VAL,60.50%,EXPS_WORLD_TOT_VAL,B_WORLDEXP_TOTAL ,56.43%,EXPS_WORLD_TOT_VAL,B_WORLDEXP_TOTAL ,60.50%,EXPS_WORLD_TOT_VAL,0,0,0
B_CEASED_MONTH,ACTV_MIO_NUM,60.50%,OPSTAT_CEASED_MONTH_DATE,B_CEASED_MONTH,54.40%,OPSTAT_CEASED_MONTH_DATE,B_CEASED_MONTH,60.50%,OPSTAT_CEASED_MONTH_DATE,0,0,0
B_SALES_TOT_US,RCPT_MOTOR_TOT_PCT,60.50%,SALES_US_TOT_VAL,B_SALES_TOT_US,53.60%,SALES_US_TOT_VAL,B_SALES_TOT_US,60.50%,SALES_US_TOT_VAL,0,0,0
B_COOP,CLASS_BUS_END,60.30%,COOP_PARTNER_LOC_CHKBOX,B_COOP,51.22%,COOP_PARTNER_LOC_CHKBOX,B_COOP,60.30%,COOP_PARTNER_LOC_CHKBOX,0,0,0
B_CRDSRC,INCOM_U_OTHER_OTH_PCT,60.20%,CREDIT_SOURCES_CHKBOX,B_CRDSRC,54.91%,CREDIT_SOURCES_CHKBOX,B_CRDSRC,60.20%,CREDIT_SOURCES_CHKBOX,0,0,0
B_COOP,RCPT_CLIENT_S_GOV,60.20%,COOP_PARTNER_LOC_CHKBOX,B_COOP,52.36%,COOP_PARTNER_LOC_CHKBOX,B_COOP,60.20%,COOP_PARTNER_LOC_CHKBOX,0,0,0
B_SALES_TOT_US,AFFIL_SPL_RCPT_TOT,60.10%,SALES_US_TOT_VAL,B_SALES_TOT_US,53.85%,SALES_US_TOT_VAL,B_SALES_TOT_US,60.10%,SALES_US_TOT_VAL,0,0,0
B_SALES_TOT_US,AFFIL_SPL_ROOM_RENT_TOT,60.10%,SALES_US_TOT_VAL,B_SALES_TOT_US,53.85%,SALES_US_TOT_VAL,B_SALES_TOT_US,60.10%,SALES_US_TOT_VAL,0,0,0
B_CRDAMT,INCOM_U_INSTAL_FEES_PCT,59.90%,CREDIT_AMT_RECEIVED_STAT,B_CRDAMT,53.89%,CREDIT_AMT_RECEIVED_STAT,B_CRDAMT,59.90%,CREDIT_AMT_RECEIVED_STAT,0,0,0
B_CRDSRC_OTHER_WIN,INCOM_LOAN_FBUS_INT_PCT,59.90%,CREDIT_SRCS_OTH_WRTIN_TXT,B_CRDSRC_OTHER_WIN,50.93%,CREDIT_SRCS_OTH_WRTIN_TXT,B_CRDSRC_OTHER_WIN,59.90%,CREDIT_SRCS_OTH_WRTIN_TXT,0,0,0
B_TYPS_WRKS,EMP_SUM_PRDWRK,59.70%,WRKR_TYPE_CHKBOX,B_TYPS_WRKS,52.91%,WRKR_TYPE_CHKBOX,B_TYPS_WRKS,59.70%,WRKR_TYPE_CHKBOX,0,0,0
RESP_CONTACT_NAME ,BLDR_CONTNAME,59.70%,CERT_NAME_TXT,RESP_CONTACT_NAME ,55.77%,CERT_NAME_TXT,RESP_CONTACT_NAME ,59.70%,CERT_NAME_TXT,0,0,0
B_RDEXP_DOM_DEPR,DEPR_TOT_BUILD,59.60%,EXPS_RD_DOM_DEPR_VAL,B_RDEXP_DOM_DEPR,52.83%,EXPS_RD_DOM_DEPR_VAL,B_RDEXP_DOM_DEPR,59.60%,EXPS_RD_DOM_DEPR_VAL,0,0,0
O2_NAME_TITLE,PREV_OWNER_ADDR_STREET,59.60%,OWNER2_NAME,O2_NAME_TITLE,53.63%,OWNER2_NAME,O2_NAME_TITLE,59.60%,OWNER2_NAME,0,0,0
O4_PCT_OWNED ,JOINT_INVEST_PCT_4,59.60%,OWNER4_PCT,O4_PCT_OWNED ,52.57%,OWNER4_PCT,O4_PCT_OWNED ,59.60%,OWNER4_PCT,0,0,0
O1_OWNER_DISABLE,AFFIL_OWNER_DOM_STAT,59.50%,OWNER_DISABILITY_CODE,O1_OWNER_DISABLE,54.33%,OWNER_DISABILITY_CODE,O1_OWNER_DISABLE,59.50%,OWNER_DISABILITY_CODE,0,0,0
B_EXPCOST_TECH,RCPT_APSOFT_MAIN_DVAL,59.50%,CAPEX_RD_OPS_TECH_VAL,B_EXPCOST_TECH,52.69%,CAPEX_RD_OPS_TECH_VAL,B_EXPCOST_TECH,59.50%,CAPEX_RD_OPS_TECH_VAL,0,0,0
B_SALES_PCT_GOODS,RCPT_OTHMRCH_VAL,59.50%,SALES_GOODS_PCT,B_SALES_PCT_GOODS,51.82%,SALES_GOODS_PCT,B_SALES_PCT_GOODS,59.50%,SALES_GOODS_PCT,0,0,0
B_ANYONE_10_PCT,INDUSTRY_STAT,59.50%,OWNED_10_PCT_STAT,B_ANYONE_10_PCT,55.57%,OWNED_10_PCT_STAT,B_ANYONE_10_PCT,59.50%,OWNED_10_PCT_STAT,0,0,0
B_SALES_PCT_GOODS,RCPT_ADVERT_VAL,59.40%,SALES_GOODS_PCT,B_SALES_PCT_GOODS,51.73%,SALES_GOODS_PCT,B_SALES_PCT_GOODS,59.40%,SALES_GOODS_PCT,0,0,0
B_CRDSRC_OTHER_WIN,INCOM_LOAN_NFBUS_INT_PCT,59.30%,CREDIT_SRCS_OTH_WRTIN_TXT,B_CRDSRC_OTHER_WIN,50.38%,CREDIT_SRCS_OTH_WRTIN_TXT,B_CRDSRC_OTHER_WIN,59.30%,CREDIT_SRCS_OTH_WRTIN_TXT,0,0,0
O1_NAME_TITLE,OWN_ST,59.30%,OWNER1_NAME,O1_NAME_TITLE,57.87%,OWNER1_NAME,O1_NAME_TITLE,59.30%,OWNER1_NAME,0,0,0
B_COOP,NAME1,59.30%,COOP_PARTNER_LOC_CHKBOX,B_COOP,50.38%,COOP_PARTNER_LOC_CHKBOX,B_COOP,59.30%,COOP_PARTNER_LOC_CHKBOX,0,0,0
B_SALES_TOT_US,RCPT_OFCEQ_VAL,59.30%,SALES_US_TOT_VAL,B_SALES_TOT_US,53.44%,SALES_US_TOT_VAL,B_SALES_TOT_US,59.30%,SALES_US_TOT_VAL,0,0,0
B_CEASED_MONTH,PREV_OWNER_MONTH,59.20%,OPSTAT_CEASED_MONTH_DATE,B_CEASED_MONTH,52.48%,OPSTAT_CEASED_MONTH_DATE,B_CEASED_MONTH,59.20%,OPSTAT_CEASED_MONTH_DATE,0,0,0
CPLND,COST_VALUE_LAND,59.20%,CAPEX_RSRCH_LAND_VAL,CPLND,51.30%,CAPEX_RSRCH_LAND_VAL,CPLND,59.20%,CAPEX_RSRCH_LAND_VAL,0,0,0
,PROD_9000000015,,,,,,,,,0,0,0
B_COOP_OTH_BUS,COOPERATIVE_STAT,59.10%,COOP_OTH_BUS_STAT,B_COOP_OTH_BUS,52.36%,COOP_OTH_BUS_STAT,B_COOP_OTH_BUS,59.10%,COOP_OTH_BUS_STAT,0,0,0
WZWAGE,PAY_ANN,59.10%,EXPS_RSRCH_PAYROLL_VAL,WZWAGE,52.34%,EXPS_RSRCH_PAYROLL_VAL,WZWAGE,59.10%,EXPS_RSRCH_PAYROLL_VAL,0,0,0
O1_RACE_OTH_PAC_WIN,OWNSTAT_RACE_OTH,59.00%,OWNER_RACE_CODE,O1_RACE_OTH_PAC_WIN,53.12%,OWNER_RACE_CODE,O1_RACE_WHITE_WIN,59.00%,OWNER_RACE_CODE,0,0,0
CPSTR,EXPS_CON_DOL,59.00%,CAPEX_RSRCH_BUILD_VAL,CPSTR,51.62%,CAPEX_RSRCH_BUILD_VAL,CPSTR,59.00%,CAPEX_RSRCH_BUILD_VAL,0,0,0
WZDEPR,ASSET_BGN_VAL,58.90%,EXPS_RSRCH_DEPR_VAL,WZDEPR,53.40%,EXPS_RSRCH_DEPR_VAL,WZDEPR,58.90%,EXPS_RSRCH_DEPR_VAL,0,0,0
TCPEX,EXPS_CON_PCT_MAIN,58.90%,CAPEX_TOT_VAL,TCPEX,52.56%,CAPEX_TOT_VAL,TCPEX,58.90%,CAPEX_TOT_VAL,0,0,0
FYEND_MONTH,YEAR_START_DATE,58.80%,FY_END_DATE,FYEND_MONTH,52.95%,FY_END_DATE,FYEND_MONTH,58.80%,FY_END_DATE,0,0,0
O3_PCT_OWNED ,JOINT_INVEST_PCT_3,58.80%,OWNER3_PCT,O3_PCT_OWNED ,52.14%,OWNER3_PCT,O3_PCT_OWNED ,58.80%,OWNER3_PCT,0,0,0
B_SALES_TOT_US,RCPT_ELAPPL_VAL,58.80%,SALES_US_TOT_VAL,B_SALES_TOT_US,53.31%,SALES_US_TOT_VAL,B_SALES_TOT_US,58.80%,SALES_US_TOT_VAL,0,0,0
WZDEPR,DEPR_ACCUM_VAL,58.70%,EXPS_RSRCH_DEPR_VAL,WZDEPR,53.62%,EXPS_RSRCH_DEPR_VAL,WZDEPR,58.70%,EXPS_RSRCH_DEPR_VAL,0,0,0
O1_RACE_OTH_PAC_WIN,OWNSTAT_RACE_BLACK,58.60%,OWNER_RACE_CODE,O1_RACE_OTH_PAC_WIN,51.69%,OWNER_RACE_CODE,O1_RACE_WHITE_WIN,58.60%,OWNER_RACE_CODE,0,0,0
B_PARENTCO_FOREIGN,AFFIL_OWNER_ADDR_CNTRY_TXT,58.60%,OWNED_FOREIGN_STAT,B_PARENTCO_FOREIGN,51.29%,OWNED_FOREIGN_STAT,B_PARENTCO_FOREIGN,58.60%,OWNED_FOREIGN_STAT,0,0,0
B_RDEXP_DOM_DEPR,ASSET_TOT_END,58.60%,EXPS_RD_DOM_DEPR_VAL,B_RDEXP_DOM_DEPR,49.78%,EXPS_RD_DOM_DEPR_VAL,B_RDEXP_DOM_DEPR,58.60%,EXPS_RD_DOM_DEPR_VAL,0,0,0
CPSTR,EXPS_CON_PCT_NEW,58.60%,CAPEX_RSRCH_BUILD_VAL,CPSTR,51.27%,CAPEX_RSRCH_BUILD_VAL,CPSTR,58.60%,CAPEX_RSRCH_BUILD_VAL,0,0,0
B_EXPCOST_TECH,RCPT_SYSOFT_MAIN_DVAL,58.50%,CAPEX_RD_OPS_TECH_VAL,B_EXPCOST_TECH,52.25%,CAPEX_RD_OPS_TECH_VAL,B_EXPCOST_TECH,58.50%,CAPEX_RD_OPS_TECH_VAL,0,0,0
,GRANTS_TRANSFERS,,,,,,,,,0,0,0
B_SALES_PCT_GOODS,MERCH_TOT_PCT,58.50%,SALES_GOODS_PCT,B_SALES_PCT_GOODS,51.26%,SALES_GOODS_PCT,B_SALES_PCT_GOODS,58.50%,SALES_GOODS_PCT,0,0,0
B_EXPCOST_BLDG,EXPS_CON_PCT_NEW_OTH,58.50%,CAPEX_RD_OPS_BLDG_VAL,B_EXPCOST_BLDG,51.89%,CAPEX_RD_OPS_BLDG_VAL,B_EXPCOST_BLDG,58.50%,CAPEX_RD_OPS_BLDG_VAL,0,0,0
O2_PCT_OWNED,AFFIL_FORSTOCK_STAT,58.40%,OWNER2_PCT,O2_PCT_OWNED,51.10%,OWNER2_PCT,O2_PCT_OWNED,58.40%,OWNER2_PCT,0,0,0
O1_ACQ_BUS_YR,PREV_OWN_ACQ_DATE,58.40%,OWNER_ACQ_YEAR,O1_ACQ_BUS_YR,49.65%,OWNER_ACQ_YEAR,O1_ACQ_BUS_YR,58.40%,OWNER_ACQ_YEAR,0,0,0
WZDEPR,ASSET_BGN_VAL,58.90%,EXPS_RSRCH_DEPR_VAL,WZDEPR,53.40%,EXPS_RSRCH_DEPR_VAL,WZDEPR,58.90%,EXPS_RSRCH_DEPR_VAL,0,0,0
O1_RACE_OTH_PAC_WIN,OWNSTAT_RACE_ASIANIND,58.30%,OWNER_RACE_CODE,O1_RACE_OTH_PAC_WIN,51.71%,OWNER_RACE_CODE,O1_RACE_WHITE_WIN,58.30%,OWNER_RACE_CODE,0,0,0
B_RDEXP_DOM_DEPR,ASSET_END_TOT_DVAL,58.30%,EXPS_RD_DOM_DEPR_VAL,B_RDEXP_DOM_DEPR,51.85%,EXPS_RD_DOM_DEPR_VAL,B_RDEXP_DOM_DEPR,58.30%,EXPS_RD_DOM_DEPR_VAL,0,0,0
RDPERWI,RD_STAT,58.30%,RSRCH_WRTIN,RDPERWI,53.27%,RSRCH_WRTIN,RDPERWI,58.30%,RSRCH_WRTIN,0,0,0
B_COOP,RCPT_ECOMM_OFCEQ_VAL,58.20%,COOP_PARTNER_LOC_CHKBOX,B_COOP,50.87%,COOP_PARTNER_LOC_CHKBOX,B_COOP,58.20%,COOP_PARTNER_LOC_CHKBOX,0,0,0
B_SALES_PCT_GOODS,FOOD_DAYPART_TOT_PCT,58.10%,SALES_GOODS_PCT,B_SALES_PCT_GOODS,50.73%,SALES_GOODS_PCT,B_SALES_PCT_GOODS,58.10%,SALES_GOODS_PCT,0,0,0
B_CONTRACTIN_TYPE ,EMP_MAR12_PRD,58.10%,MAN_CONTRACTIN_CHKBOX,B_CONTRACTIN_TYPE ,49.36%,MAN_CONTRACTIN_CHKBOX,B_CONTRACTIN_TYPE ,58.10%,MAN_CONTRACTIN_CHKBOX,0,0,0
B_OPEXPENSE ,EXPS_ADMIN_OTHLIFE,58.10%,EXPS_TOT_VAL,B_OPEXPENSE ,50.87%,EXPS_TOT_VAL,B_OPEXPENSE ,58.10%,EXPS_TOT_VAL,0,0,0
CPLND,INCL_COST_VALUE_LAND,58.00%,CAPEX_RSRCH_LAND_VAL,CPLND,50.21%,CAPEX_RSRCH_LAND_VAL,CPLND,58.00%,CAPEX_RSRCH_LAND_VAL,0,0,0
