,VariableNameA,VariableNameB,descriptionA,descriptionB,similarity_score,Cosine Score,Jaccard Score,result
147,EXPS_TOT_HOTEL_OWN3RD_VAL,B_WORLDEXP_TOTAL ,Hotel Management: Operating Expenses,Total worldwide operating expenses,56.43%,60.51%,33.33%,EXPS_WORLD_TOT_VAL
148,PREV_OWNER_ADDR_CITY,O2_NAME_TITLE,City of Former Owner or operator,Name of second owner,56.31%,61.84%,25.00%,OWNER2_NAME
149,RCPT_SHPHDL_VAL,B_SALES_TOT_US,"Sales, Shipments Receipts, or Revenue - S&H","Amount of sales, revenue, and grants from domestic operations",56.24%,61.12%,28.57%,SALES_US_TOT_VAL
150,RCPT_BILL_OTHOP_DVAL,B_SALES_TOT_US,all other operating revenue,"Amount of sales, revenue, and grants from domestic operations",56.05%,63.00%,16.67%,SALES_US_TOT_VAL
151,OPEX_MIN_EXROYALTY,B_OPEXPENSE ,"Mining Operating Expenses:  Current operating expenses for exploration, development, and mineral land and rights for this domestic reporting unit",Total domestic operating expenses,56.00%,61.81%,23.08%,EXPS_TOT_VAL
152,RCPT_APSOFT_OTH_DVAL,B_EXPCOST_TECH,Other Application Software revenue,R&D capital expenditures for software,55.87%,62.20%,20.00%,CAPEX_RD_OPS_TECH_VAL
153,AFFIL_OWNER_NAME_TXT,O2_NAME_TITLE,Ownership or Controlling Company: Name,Name of second owner,55.84%,65.69%,0.00%,OWNER2_NAME
154,BLDR_CONTNAME,RESP_CONTACT_NAME ,Builder contact name,Contact Information: Name,55.77%,59.73%,33.33%,CERT_NAME_TXT
155,BUS_TECH_TOUCH,B_ACTIVITYUFC_INFO,"Yes, No, Don't Know for Business Technology A",Yes/No if foreign affiliated companies conducted information and communication tech services for this business,55.71%,62.33%,18.18%,AFFIL_NONUS_INFOTEC_STAT
156,COST_MAT_TOT_PY,B_RDEXP_DOM_MATERIALS,"Cost of Materials,  Total Prior Year",Amount of domestic R&D costs going to materials and supplies,55.66%,63.27%,12.50%,EXPS_RD_DOM_MAT_VAL
157,DEPR_TOT_MACH,B_RDEXP_DOM_DEPR,"Depreciation charges, Machinery",Amount of domestic R&D costs going to depreciation on property and equipment,55.59%,62.88%,14.29%,EXPS_RD_DOM_DEPR_VAL
158,INDUSTRY_STAT,B_ANYONE_10_PCT,Is this your Company's Industry - Yes/No,Yes/No if one person owns 10% or more of the company,55.57%,59.49%,33.33%,OWNED_10_PCT_STAT
159,ESTAB_NUM,B_OWNERNUM,Total number of establishments,Number of owners of the business,55.47%,60.85%,25.00%,OWNER_NUM_STAT
160,RCPT_NONOP_OTH_VAL,B_SALES_TOT_US,Revenue from all other non-operating revenue,"Amount of sales, revenue, and grants from domestic operations",55.45%,62.71%,14.29%,SALES_US_TOT_VAL
161,INCOM_U_INSTAL_INTER_PCT,B_CRDAMT,"Installment credit, Interest",Total amount of credit that was requested and received ,55.19%,60.52%,25.00%,CREDIT_AMT_RECEIVED_STAT
162,SURVEY_LFO_PROP_ARCHIVE,AFFILWI ,"Legal Form of Organization,  What is the Legal Form of Organization for this establishment?",Details on affiliated organization ,55.17%,61.37%,20.00%,AFFIL_ORG_TXT
163,AFFIL_OWNER_STOCK_STAT,O2_PCT_OWNED,Ownership or Control: Percent of Voting Stock Held,Percent owned by second owner,54.98%,62.72%,11.11%,OWNER2_PCT
164,AFFIL_FORSTOCK_GE10_STAT,B_ACTIVITYUFC_LOG ,Foreign Affiliates Status,Yes/No if foreign affiliated companies conducted distribution and logistics for this business,54.97%,62.46%,12.50%,AFFIL_NONUS_LOGSTC_STAT
165,RCPT_TOT_PY_VAL,B_SALES_TOT_US,"Prior year Sales, Shipments, Receipts, or Revenue","Amount of sales, revenue, and grants from domestic operations",54.93%,60.70%,22.22%,SALES_US_TOT_VAL
166,SURV_YEAR_STAT,RESP_REMARKS,time period for data reported,Remarks about reported data,54.92%,57.56%,40.00%,REMARKS_WRTIN_TXT
167,INCOM_U_OTHER_OTH_PCT,B_CRDSRC,"Other credit financing, Other",Other sources of credit not listed,54.91%,60.19%,25.00%,CREDIT_SOURCES_CHKBOX
168,INCOM_UNIT_CRED_TOT_PCT,B_CRDAMT,"Credit Card Products,  Total",Total amount of credit that was requested and received ,54.86%,57.48%,40.00%,CREDIT_AMT_RECEIVED_STAT
169,MERCH_EST_NEW_3_PCT,B_SALES_PCT_US_TOT,Approximate percentage of the total sales and receipts in $$00 - write-in #3,"Write-in of other sales, revenue, and grant sourcesTotal percent entered from domestic sales questions",54.83%,60.97%,20.00%,SALES_US_TOT_DPCT
170,RCPT_CUST_RES_DVAL,B_SALES_PCT_OTH,Residential Customers Revenue,"Percent of domestic sales, revenues, and grants coming from selling services to customers",54.76%,62.66%,10.00%,SALES_OTH_PCT
171,SERVICES_IMPORTED_N,B_ACTIVITYUFC_SALE ,"Did this establishment purchase services from foreign businesses in $$99 (that is, imported services)?",Yes/No if foreign affiliated companies conducted marketing or sales services for this business,54.67%,61.79%,14.29%,AFFIL_NONUS_SALES_STAT
172,RD_CHECK,WZTOTWI,Did your company perform or fund research and development?,Details on amount spent on research within the organization,54.53%,61.64%,14.29%,EXPS_RSRCH_WRTIN
173,HOTEL_OWN3RD_NUM,B_OWNERNUM,Hotel Management Owned by Others: Number,Number of owners of the business,54.53%,60.62%,20.00%,OWNER_NUM_STAT
174,PAY_QTR1_PRDWRK_VAL,B_TYPS_WRKS,Payroll: production workers,Types of workers that were used by the business,54.41%,61.07%,16.67%,WRKR_TYPE_CHKBOX
175,ACTV_MIO_NUM,B_CEASED_MONTH,Months in Operation,Month the business ceased operation,54.40%,60.47%,20.00%,OPSTAT_CEASED_MONTH_DATE
176,OWNSTAT_RACE_WHITE,O1_RACE_WHITE_WIN,Race of majority ownership - Is the race of the majority ownership of this establishment white?,Race of first owner,54.40%,61.06%,16.67%,OWNER_RACE_CODE
177,AFFIL_OWNER_DOM_STAT,O1_OWNER_DISABLE,Ownership or Control: Status,Disability status of the first owner,54.33%,59.50%,25.00%,OWNER_DISABILITY_CODE
178,RCPT_EXPT_ENERGY,B_SALES_PCT_GOODS,Percentage of revenue from exports to customers in Canada and Mexico,"Percent of domestic sales, revenues, and grants coming from selling goods to customers",54.17%,62.38%,7.69%,SALES_GOODS_PCT
179,SUBSID_NUM,B_PARENTCO_DOMESTIC,Total number of domestic and foreign corporations directly or indirectly (all tiers) owned more than 50 percent by this corporation,Yes/No if business is more than 50% owned by another U.S. company,54.07%,61.26%,13.33%,OWNED_DOMESTIC_STAT
180,RCPT_CLIENT_S_STGOV,B_COOP,"Class of Customer,  State and local governments, including public authorities","Clients or customers from the public sector: public sector includes government owned organizations such as local, regional and national administrations and agencies, schools, hospitals, and government providers of services such as security, transport, housing, energy, etc. ",54.07%,62.20%,8.00%,COOP_PARTNER_LOC_CHKBOX
181,INCOM_U_INSTAL_FEES_PCT,B_CRDAMT,"Installment credit, Fees",Total amount of credit that was requested and received ,53.89%,59.87%,20.00%,CREDIT_AMT_RECEIVED_STAT
182,AFFIL_SPL_RCPT_TOT,B_SALES_TOT_US,"Added child establishment,  Total Sales, Shipments, Receipts or Revenue","Amount of sales, revenue, and grants from domestic operations",53.85%,60.15%,18.18%,SALES_US_TOT_VAL
183,AFFIL_SPL_ROOM_RENT_TOT,B_SALES_TOT_US,"Added child establishment,   Total Sales, Shipments, Receipts or Revenue","Amount of sales, revenue, and grants from domestic operations",53.85%,60.15%,18.18%,SALES_US_TOT_VAL
184,GRANTS_TRANSFERS_TOT,GRNTS,"Amount of grants, transferred contributions, and similar payments",Amount of funding provided to others for research grants or contracts,53.74%,61.01%,12.50%,EXPS_PROV_RSRCH_VAL
185,COST_LABOR_PRD,B_CONTRACTOUT_TYPE,Contract labor for production,Type of companies that manufacturing was contracted out to ,53.69%,63.16%,0.00%,MAN_CONTRACTOUT_CHKBOX
186,PREV_OWNER_ADDR_STREET,O2_NAME_TITLE,Street Address of Former Owner or operator,Name of second owner,53.63%,59.56%,20.00%,OWNER2_NAME
187,DEPR_ACCUM_VAL,WZDEPR,"Accumulated depreciation, depletion, and amortization.",Amount of internal research funds allocated to depreciation and amortization of assets,53.62%,58.68%,25.00%,EXPS_RSRCH_DEPR_VAL
188,RCPT_MOTOR_TOT_PCT,B_SALES_TOT_US,"Trucking Revenue,  Total","Amount of sales, revenue, and grants from domestic operations",53.60%,60.53%,14.29%,SALES_US_TOT_VAL
189,OWN_PH,O1_NAME_TITLE,Owner phone number,Name of first owner,53.54%,57.10%,33.33%,OWNER1_NAME
190,RCPT_FOOD_CNTRC_MANUF,B_CONTRACTOUT_TYPE,"Contract Feeding,  Manufacturing and other industrial plants",Type of companies that manufacturing was contracted out to ,53.52%,60.76%,12.50%,MAN_CONTRACTOUT_CHKBOX
191,RCPT_OFCEQ_VAL,B_SALES_TOT_US,"Sales, Shipments Receipts, or Revenue - Office equipment & supplies","Amount of sales, revenue, and grants from domestic operations",53.44%,59.35%,20.00%,SALES_US_TOT_VAL
192,ASSET_BGN_VAL,WZDEPR,"Gross depreciation assets total, BOY",Amount of internal research funds allocated to depreciation and amortization of assets,53.40%,58.91%,22.22%,EXPS_RSRCH_DEPR_VAL
193,RCPT_PRODPCT_1TO25_ARCHIVE,B_SALES_PCT_GOODS,"Percent ranges for: During $$00, what was the percent of total revenue (as reported in Item 5A) from products sold by this establishment that were manufactured or mined in the United States by your company or its subsidiaries?","Percent of domestic sales, revenues, and grants coming from selling goods to customers",53.36%,62.05%,4.17%,SALES_GOODS_PCT
194,CLOSING_DATE_MONTH,B_CEASED_MONTH,Annual closing date of this corporation: Month,Month the business ceased operation,53.35%,60.56%,12.50%,OPSTAT_CEASED_MONTH_DATE
195,RCPT_ELAPPL_VAL,B_SALES_TOT_US,"Sales, Shipments Receipts, or Revenue - Electronics & appliances","Amount of sales, revenue, and grants from domestic operations",53.31%,58.80%,22.22%,SALES_US_TOT_VAL
196,RD_STAT,RDPERWI,Research and Development Status,Details on research performed,53.27%,58.26%,25.00%,RSRCH_WRTIN
197,OWNSTAT_RACE_OTH,O1_RACE_OTH_PAC_WIN,Race of majority ownership - Is the race of the majority ownership of this establishment some other race?,Race of first owner,53.12%,58.96%,20.00%,OWNER_RACE_CODE
198,YEAR_START_DATE,FYEND_MONTH,if fiscal or part yr  what is startdate,Month that fiscal year ends ,52.95%,58.76%,20.00%,FY_END_DATE
199,EMP_SUM_PRDWRK,B_TYPS_WRKS,Manufacturing:  Sum of Production Workers,Types of workers that were used by the business,52.91%,59.72%,14.29%,WRKR_TYPE_CHKBOX
200,RCPT_BOOK_VAL,B_SALES_TOT_US,"Sales, Shipments Receipts, or Revenue - Books","Amount of sales, revenue, and grants from domestic operations",52.84%,57.75%,25.00%,SALES_US_TOT_VAL
201,DEPR_TOT_BUILD,B_RDEXP_DOM_DEPR,"Depreciation charges, Buildings",Amount of domestic R&D costs going to depreciation on property and equipment,52.83%,59.63%,14.29%,EXPS_RD_DOM_DEPR_VAL
202,ADD_SELFDSG_WRTIN,RESP_BUS_DESC,"Added establishment,  principal business or activity write-in description",Primary business activity,52.82%,57.73%,25.00%,NAICS_DESC_TXT
203,CLASS_RESALE_YES_ARCHIVE,B_REV ,"Class of Customer,  Were 75% or more of this establishment's sales to retailers/wholesalers/distributors for resale?",Types of customers that accounted for 10% or more of total sales,52.70%,60.74%,7.14%,CUST_TYPE_10_PCT_SALES_CHKBOX
204,RCPT_APSOFT_MAIN_DVAL,B_EXPCOST_TECH,Mainframe Computer Application Software revenue,R&D capital expenditures for software,52.69%,59.46%,14.29%,CAPEX_RD_OPS_TECH_VAL
205,JOINT_INVEST_PCT_4,O4_PCT_OWNED ,Investors: Percent of Investment of Company Investor 4,Percent owned by fourth owner,52.57%,59.64%,12.50%,OWNER4_PCT
206,EXPS_CON_PCT_MAIN,TCPEX,"Expenditures incurred, Maintenance and repair",Total capital expenditures,52.56%,58.89%,16.67%,CAPEX_TOT_VAL
207,INCOM_U_INSTAL_OTH_PCT,B_CRDAMT,"Installment credit, Other",Total amount of credit that was requested and received ,52.52%,57.38%,25.00%,CREDIT_AMT_RECEIVED_STAT
208,PREV_OWNER_MONTH,B_CEASED_MONTH,Month acquired from Former Owner or operator,Month the business ceased operation,52.48%,59.22%,14.29%,OPSTAT_CEASED_MONTH_DATE
209,EXPS_DEPR_VAL,WZDEPR,Depreciation and Amortization Charges,Amount of internal research funds allocated to depreciation and amortization of assets,52.46%,56.67%,28.57%,EXPS_RSRCH_DEPR_VAL
210,RCPT_CLIENT_S_GOV,B_COOP,"Class of Customer, Federal, state, and local governments, including public authorities","Clients or customers from the public sector: public sector includes government owned organizations such as local, regional and national administrations and agencies, schools, hospitals, and government providers of services such as security, transport, housing, energy, etc. ",52.36%,60.24%,7.69%,COOP_PARTNER_LOC_CHKBOX
211,COOPERATIVE_STAT,B_COOP_OTH_BUS,Business Cooperative Status,Yes/No if business cooperated with other businesses or organizations on any other business activities,52.36%,59.07%,14.29%,COOP_OTH_BUS_STAT
212,PAY_ANN,WZWAGE,Annual Payroll Total,Amount of internal research funds allocated to payroll for internal employees,52.34%,59.06%,14.29%,EXPS_RSRCH_PAYROLL_VAL
213,NAME2,O2_NAME_TITLE,Company Secondary Name,Name of second owner,52.33%,61.57%,0.00%,OWNER2_NAME
214,PROP_MAR12_TOT_S,B_OWNERNUM,"Proprietor or Partner by Occupation, Total",Number of owners of the business,52.31%,61.54%,0.00%,OWNER_NUM_STAT
215,RCPT_SOFTWARE_VAL,B_SALES_TOT_US,"Sales, Shipments Receipts, or Revenue - Software","Amount of sales, revenue, and grants from domestic operations",52.30%,57.12%,25.00%,SALES_US_TOT_VAL
216,RCPT_SYSOFT_MAIN_DVAL,B_EXPCOST_TECH,Mainframe Computer System Software revenue,R&D capital expenditures for software,52.25%,58.54%,16.67%,CAPEX_RD_OPS_TECH_VAL
217,JOINT_INVEST_PCT_3,O3_PCT_OWNED ,Investors: Percent of Investment of Company Investor 3,Percent owned by third owner,52.14%,58.81%,14.29%,OWNER3_PCT
218,ASSET_BGN_VAL,B_RDEXP_DOM_DEPR,"Domestic Depreciable Asset Data:_x000D_
Gross value of structures & equipment, beginning",Amount of domestic R&D costs going to depreciation on property and equipment,51.99%,58.45%,15.38%,EXPS_RD_DOM_DEPR_VAL
219,AFFIL_FOR_ADDR_CNTRY,B_PARENTCO_FOREIGN,"Country of the foreign entity (company, individual, government, etc.)",Yes/No if business is a majority-owned subsidiary of a foreign company,51.98%,57.63%,20.00%,OWNED_FOREIGN_STAT
220,EMP_MAR12_PRDWRK_NUM,B_TYPS_WRKS,Production Worker Employment,Types of workers that were used by the business,51.97%,61.14%,0.00%,WRKR_TYPE_CHKBOX
221,RCPT_SPTGD_VAL,B_SALES_TOT_US,"Sales, Shipments Receipts, or Revenue - Sporting goods","Amount of sales, revenue, and grants from domestic operations",51.94%,57.18%,22.22%,SALES_US_TOT_VAL
222,EXPS_CON_PCT_NEW_OTH,B_EXPCOST_BLDG,"Expenditures incurred,  Type of Construction, Other",R&D capital expenditures for buildings and land imp R&D capital expenditures for equipmentrovement,51.89%,58.52%,14.29%,CAPEX_RD_OPS_BLDG_VAL
223,ASSET_END_TOT_DVAL,B_RDEXP_DOM_DEPR,"Domestic Depreciable Asset Data:_x000D_
Gross value of structures & equipment, ending",Amount of domestic R&D costs going to depreciation on property and equipment,51.85%,58.29%,15.38%,EXPS_RD_DOM_DEPR_VAL
224,RCPT_OTHMRCH_VAL,B_SALES_PCT_GOODS,"Sales, Shipments Receipts, or Revenue - Other merchandise","Percent of domestic sales, revenues, and grants coming from selling goods to customers",51.82%,59.49%,8.33%,SALES_GOODS_PCT
225,RCPT_ADVERT_VAL,B_SALES_PCT_GOODS,"Sales, Shipments Receipts, or Revenue - Advertising","Percent of domestic sales, revenues, and grants coming from selling goods to customers",51.73%,59.39%,8.33%,SALES_GOODS_PCT
226,EXPS_REPAIR_DOL,B_OPEXPENSE ,Expenses for maintenance and repairs,Total domestic operating expenses,51.73%,57.92%,16.67%,EXPS_TOT_VAL
227,PRCH_COMPUTER_OTHEQ,B_RDEXP_DOM_EQUIPMT,Expensed computer hardware and other equipment,Amount of domestic R&D costs going to expensed machinery and equipment,51.71%,55.80%,28.57%,EXPS_RD_DOM_EQUIP_VAL
228,OWNSTAT_RACE_ASIANIND,O1_RACE_OTH_PAC_WIN,Race of majority ownership - Is the race of the majority ownership of this establishment Asian Indian?,Race of first owner,51.71%,58.32%,14.29%,OWNER_RACE_CODE
229,OWNSTAT_RACE_BLACK,O1_RACE_OTH_PAC_WIN,Race of majority ownership - Is the race of the majority ownership of this establishment black or African American?,Race of first owner,51.69%,58.60%,12.50%,OWNER_RACE_CODE
230,CERT_EMAIL,RESP_EMAIL  ,"Certification,  Email address",Contact Information: Email,51.68%,57.27%,20.00%,CERT_EMAIL_TXT
231,EXPS_MAT_V1_VAL,B_RDEXP_DOM_MATERIALS,"Cost of materials, parts ?",Amount of domestic R&D costs going to materials and supplies,51.68%,57.86%,16.67%,EXPS_RD_DOM_MAT_VAL
232,AFFIL_OWNER_NAME,O2_NAME_TITLE,Name of the owning or controlling company,Name of second owner,51.64%,60.75%,0.00%,OWNER2_NAME
233,EMP_JUN12,B_EMPNUM_W2_TOTAL,"Second Quarter Employment, Construction Workers and Other Construction Employees Total",Total number of W2 paid employees and owners,51.64%,56.83%,22.22%,EMP_W2_TOT_DNUM
234,EXPS_CON_DOL,CPSTR,"Expenditures incurred,  construction activity",Total capital expenditures for research operations that went towards buildings and land improvement,51.62%,58.96%,10.00%,CAPEX_RSRCH_BUILD_VAL
235,INCOM_U_OTHER_INTER_PCT,B_CRDSRC_OTHER_WIN,"Other credit financing, Interest",Write-in of what lenders the business applied for new credit with ,51.55%,57.12%,20.00%,CREDIT_SRCS_OTH_WRTIN_TXT
236,RCPT_SYSOFT_ENTR_DVAL,B_EXPCOST_TECH,Enterprise or Network System Software revenue,R&D capital expenditures for software,51.53%,57.69%,16.67%,CAPEX_RD_OPS_TECH_VAL
237,MERCH_THIS_EST_PCT,B_CONTRACTIN_TYPE ,"Merchandise Sales,  Products manufactured or assembled at this establishment",Types of companies that this business performed manufacturing for,51.51%,60.60%,0.00%,MAN_CONTRACTIN_CHKBOX
238,RCPT_APSOFT_PUB_VAL,CPSFT,Total Application Software Publishing Revenue,Total capital expenditures for research operations that went towards capitalized software,51.51%,57.07%,20.00%,CAPEX_RSRCH_SOFTWARE_VAL
239,OWNSTAT_WOMEN_ARCHIVE,O1_GENDER ,What is the sex of majority ownership of this establishment?,Sex of first owner,51.50%,57.06%,20.00%,OWNER_GENDER_CODE
240,AFFIL_FOR_NAME_TXT,O2_NAME_TITLE,Foreign Ownership or Control: Name,Name of second owner,51.48%,60.57%,0.00%,OWNER2_NAME
241,COST_VALUE_LAND,CPLND,Purchased cost of land or estimated value of raw land for reported construction projects,Total capital expenditures for research operations that went towards land acquisition,51.30%,59.17%,6.67%,CAPEX_RSRCH_LAND_VAL
242,EMP_MAR12_RD_TECH,FTETE,"Employment By Occupation, Research and Development, Technicians or technologists",Number of full-time equivalents working on research activities who were research technicians,51.29%,56.81%,20.00%,EMP_FTE_TECHNCN_NUM
243,AFFIL_OWNER_ADDR_CNTRY_TXT,B_PARENTCO_FOREIGN,Ownership or Controlling Company: Country (if applicable),Yes/No if business is a majority-owned subsidiary of a foreign company,51.29%,58.58%,10.00%,OWNED_FOREIGN_STAT
244,CORP_TYP,AFFILWI ,Legal Form of Organization:  What is the type of corporation?,Details on affiliated organization ,51.28%,57.39%,16.67%,AFFIL_ORG_TXT
245,CORP_DOM_PR,AFFILWI ,Legal Form of Organization: What is the type of corporation?,Details on affiliated organization ,51.28%,57.39%,16.67%,AFFIL_ORG_TXT
246,OWNSTAT_RACE_PHILI,O1_RACE,Race of majority ownership - Is the race of the majority ownership of this establishment Filipino?,Race of first owner,51.27%,57.37%,16.67%,OWNER_RACE_CODE
247,EXPS_CON_PCT_NEW,CPSTR,"Expenditures incurred, New construction",Total capital expenditures for research operations that went towards buildings and land improvement,51.27%,58.56%,10.00%,CAPEX_RSRCH_BUILD_VAL
248,MERCH_TOT_PCT,B_SALES_PCT_GOODS,"Merchandise Sales,  Total","Percent of domestic sales, revenues, and grants coming from selling goods to customers",51.26%,58.54%,10.00%,SALES_GOODS_PCT
249,CLASS_BUS_END,B_COOP,"Class of Customer,  Businesses for end use in their own operation, not for resale or production",Companies that are the clients or customers outside the business group,51.22%,60.25%,0.00%,COOP_PARTNER_LOC_CHKBOX
250,NPATREV_OTHER_NONOP_WRTIN,B_SALES_PCT_US_TOT,All other non-operating revenue write-in description,"Write-in of other sales, revenue, and grant sourcesTotal percent entered from domestic sales questions",51.22%,55.85%,25.00%,SALES_US_TOT_DPCT
251,RCPT_SYSOFT_PUB_VAL,CPSFT,Total System Software Publishing Revenue,Total capital expenditures for research operations that went towards capitalized software,51.15%,56.25%,22.22%,CAPEX_RSRCH_SOFTWARE_VAL
