,MDR's Variable,Variable Source,MDR's Description,Source's Description,similarity_score
165,ASSET_OTHACQ_VAL,00102,"Domestic Depreciable Asset Data:_x000D_
Gross value of other additions and acquisitions","Depreciation,Depletion, Amortization-102 nan Depreciation, Depletion and Amortization",61.80%
166,PREV_OWNER_EIN,00022,Previous Owner Employer Identifcation Number,EI of corp Employer Identification Number Employer Identification Number,61.70%
167,EXPS_MAT_V2_VAL,00216,"Materials, Parts, and Supplies V2",Plant and Equipment                  216 Plant and Equipment Plant and Equipment,61.70%
168,RCPT_SOFTWARE_VAL,00101,"Sales, Shipments Receipts, or Revenue - Software","Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",61.70%
169,INV_PREADJ_E_LIFO_VAL,00214,Inventories: Total before LIFO ADJ,Inventories                          214 Inventories Inventories,61.50%
170,INV_CY_WRKPROC_VAL,00214,"Inventories: Work-in-process, Current Year",Inventories                          214 Inventories Inventories,61.50%
171,OPSTAT_MERGED_DATE,00035,Corporation status - Merged date,Merged Date Merged Date Merged Date,61.50%
172,CAPEX_OTH_USED_WRTIN_TXT,00103,"Capital Expenditures: Other used - total, specify",Other Operating Cost and Expenses    103 nan Other Operating Cost and Expenses,61.40%
173,CAPEX_NEW_TOT,00219,"Capital Expenditures, New Buildings and Machinery Total",Net Property Plant and Equipment     219 NET PPE Net PPE,61.40%
174,JOINT_COMPANY_ADDR_STATE_1,00207,"Investors, State of Company Investor 1",St and Local Government Securities   207 State and Local Government Securities State and Local Government Securities,61.30%
175,INV_CY_MAT_VAL,00214,"Inventories: Materials, Current Year",Inventories                          214 Inventories Inventories,61.30%
176,MRCH_SALES_DVAL,00101,sum of sales merchandise lines,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",61.10%
177,COST_CONMAT_TOT,00103,Total Operating Expenses paid,Other Operating Cost and Expenses    103 nan Other Operating Cost and Expenses,61.10%
178,JOINT_COMPANY_ADDR_STATE_4,00207,"Investors, State of Company Investor 4",St and Local Government Securities   207 State and Local Government Securities State and Local Government Securities,61.10%
179,CAPEX_OTH_TOT_DVAL,00103,Capital Expenditures: Other new & used - total,Other Operating Cost and Expenses    103 nan Other Operating Cost and Expenses,61.00%
180,DEPR_TOT,00102,"Depreciation charges, Total Buildings and Machinery","Depreciation,Depletion, Amortization-102 nan Depreciation, Depletion and Amortization",61.00%
181,ASSET_TOT_END_BUILD,00102,"Depreciable assets at the end of the year,  Buildings","Depreciation,Depletion, Amortization-102 nan Depreciation, Depletion and Amortization",61.00%
182,PAY_QTR1_VAL_SUM,P2PAY,"Sum estabs qtr1 payroll to KAU_x000D_
Sum KAU qtr1 payroll to Company",Prior Prior quarter payroll from BR nan nan,60.90%
183,RCPT_CUSTORDGT50,00101,Were more than half of the sales and receipts of this establishment derived from garments made to customer's order?,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",60.80%
184,JOINT_COMPANY_ADDR_STATE_3,00207,"Investors, State of Company Investor 3",St and Local Government Securities   207 State and Local Government Securities State and Local Government Securities,60.80%
185,EMP_SEP12_PRDWRK_PY,P2PAY,"Third Quarter Employment,  Production Workers  Prior Year",Prior Prior quarter payroll from BR nan nan,60.80%
186,CAPEX_MIN_LAND,00217,"Capital Expenditures, Mineral Land",Land and Mineral rights              217 Land and Mineral Rights Land and Mineral Rights,60.80%
187,NPATREV_OTHER_OP_WRTIN,00101,"All other non-patient care operating  revenue,  Other write-in description","Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",60.80%
188,CAPEX_OTH_NEW_VAL,00103,Capital Expenditures: Other new - total,Other Operating Cost and Expenses    103 nan Other Operating Cost and Expenses,60.70%
189,INCOM_U_OTHER_TOT_PCT,00312,"Other credit financing, Total",Current Portion Long Term Debt-Other 312 Current Portion Long Term Debt-Other Current Portion Long Term Debt-Other,60.60%
190,ASSET_END_TOT_DVAL,00219,"Domestic Depreciable Asset Data:_x000D_
Gross value of structures & equipment, ending",Net Property Plant and Equipment     219 NET PPE Net PPE,60.50%
191,ASSET_END_TOT_DVAL,00102,"Derived - Gross depreciation assets total, EOY  ??","Depreciation,Depletion, Amortization-102 nan Depreciation, Depletion and Amortization",60.50%
192,COST_MERCH,00101,"Purchases of merchandise for resale, net of returns, allowances, and trade and cash discounts","Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",60.40%
193,PAY_ANN_VAL_SUM,PPAY,"Sum estabs payroll to KAU_x000D_
Sum KAU payroll to Company",Prior quarter payroll from br nan nan,60.40%
194,RCPT_ECOMMGT50_YES,00101,Did e-commerce account for more than 50% of this establishment's sales and/or operating receipts?,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",60.30%
195,YEAR_START_DATE,RPTB,Reporting Period Start Date,Beginning of Report Period nan nan,60.30%
196,INV_CY_GOODS_TOT_DVAL,00214,"Inventories: Total, Current Year",Inventories                          214 Inventories Inventories,60.30%
197,CAPEX_USED_BUILD,00221,"Capital Expenditures, Used buildings, structures, machinery and equipment_x000D_
(Include USED automobiles, trucks, etc., major repairs and improvements and software, computers, and peripherals.)",All Other Non-current assets         221 All Other Non-current Assets All Other Non-current Assets,60.30%
198,RCPT_BUS_PCT,00101,Source of Revenue: Business,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",60.30%
199,TAX_DOM_NOPROV_TXT,00114,Please explain briefly why there were no tax provisions for current and deferred domestic income taxes,Provision for income taxes           114 Provision for Income Taxes Provision for domestic income taxes,60.30%
200,NPATREV_OTHER_OP,00101,All other non-patient care operating  revenue,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",60.30%
201,ASSET_BGN_VAL,00219,"Domestic Depreciable Asset Data:_x000D_
Gross value of structures & equipment, beginning",Net Property Plant and Equipment     219 NET PPE Net PPE,60.20%
202,RCPT_ECOMM_ES_TOT_VAL,00101,Revenue from Electronic Sources: Part of total revenue,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",60.10%
203,PAY_ANN_VAL,PPAY,Annual payroll,Prior quarter payroll from br nan nan,60.10%
204,PAY_ANN_VAL,PPAY,Annual Payroll,Prior quarter payroll from br nan nan,60.10%
205,INV_E_LIFO_RSV_VAL,00214,"Inventories: LIFO reserve, EOY",Inventories                          214 Inventories Inventories,60.10%
206,CAPEX_SOFTWARE_TOT_VAL,00103,"Capital Expenditures:_x000D_
Computer Software, total",Other Operating Cost and Expenses    103 nan Other Operating Cost and Expenses,60.00%
207,INV_LIFO_COST_END,00101,"Inventories, Amount subject to Last-In, First-Out (LIFO) gross (gross LIFO amount) before adjustment,  End of Year","Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",60.00%
208,ASSET_SOLD_VAL,00102,"Domestic Depreciable Asset Data:_x000D_
Gross value of sold, retired, etc.","Depreciation,Depletion, Amortization-102 nan Depreciation, Depletion and Amortization",60.00%
209,OPSTAT_ADDR_STATE,00031,"Operational Status,  New owner/operator,  State",Corp status active/discontinued/merged Corporation Status Active/Discontinued/Merged Corporation Status Active/Discontinued/Merged,59.90%
210,OPSTAT_NAME2_TXT,00031,Operational Status: Sold or Leased Name 2,Corp status active/discontinued/merged Corporation Status Active/Discontinued/Merged Corporation Status Active/Discontinued/Merged,59.90%
211,JOINT_COMPANY_ADDR_STATE_2,00207,"Investors, State of Company Investor 2",St and Local Government Securities   207 State and Local Government Securities State and Local Government Securities,59.90%
212,INV_ENROUTE_STAT,00214,Inventories: Out of US Status,Inventories                          214 Inventories Inventories,59.80%
213,CAPEX_MACH_OTH,00103,"Capital Expenditures, Others",Other Operating Cost and Expenses    103 nan Other Operating Cost and Expenses,59.80%
214,CAPEX_OTH_NEW_WRTIN_TXT,00103,"Capital Expenditures: Other new - total, specify",Other Operating Cost and Expenses    103 nan Other Operating Cost and Expenses,59.80%
215,EIN_NUM,00022,EIN to which the establishment is linked,EI of corp Employer Identification Number Employer Identification Number,59.80%
216,ASSET_TOT_END_MACH,00102,"Depreciable assets at the end of the year,  Machinery","Depreciation,Depletion, Amortization-102 nan Depreciation, Depletion and Amortization",59.80%
217,PROD_7009800000,00101,The Gross Sales of each product manufactured or mined by this establishment,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",59.60%
218,RCPT_DIR_PUB_VAL,00101,"Total Directories, Databases, and Other Collections of Information Revenue","Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",59.60%
219,COST_OTHER_OPEX,00104,"All other operating expenses  (Include payroll, benefits, utilities, depreciation, etc. Exclude cost of goods sold, interest, capital expenditures, and bad debt.)",Income (loss) from operations        104 Income (loss) from Operation Income (loss) from operations,59.60%
220,EXPS_CON_PCT_TOT1,00219,"Expenditures incurred,  Total type of buildings",Net Property Plant and Equipment     219 NET PPE Net PPE,59.60%
221,INV_ENROUTE_VAL,00214,Inventories: Out of US Value,Inventories                          214 Inventories Inventories,59.40%
222,INV_LIFO_COST_BGN,00101,"Inventories, Amount subject to Last-In, First-Out (LIFO) gross (gross LIFO amount) before adjustment,  Beginning of Year","Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",59.40%
223,ASSET_RETIRED_BUILD,00102,"Depreciable assets sold, retired, scrapped, destroyed, etc.   Buildings","Depreciation,Depletion, Amortization-102 nan Depreciation, Depletion and Amortization",59.40%
224,OPEX_MIN_ROYALTY,00103,Mining Operating Expenses:  Current operating expenses for royalty payments for this domestic reporting unit,Other Operating Cost and Expenses    103 nan Other Operating Cost and Expenses,59.40%
225,OPSTAT_NAME1_TXT,00031,Operational Status: Sold or Leased Name 1,Corp status active/discontinued/merged Corporation Status Active/Discontinued/Merged Corporation Status Active/Discontinued/Merged,59.40%
226,RCPT_EXPT_SVC_TOT,00101,Receipts or revenue for exported services,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",59.30%
227,SUBSID_NUM,00061,Total number of domestic and foreign corporations directly or indirectly (all tiers) owned more than 50 percent by this corporation,Number of Subsidiary corps Number of Subsidiary Corporations Number of Subsidiary Corporations,59.30%
228,RCPT_PER_PUB_VAL,00101,Total Periodical Revenue,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",59.20%
229,DEPR_TOT_MACH,00102,"Depreciation charges, Machinery","Depreciation,Depletion, Amortization-102 nan Depreciation, Depletion and Amortization",59.20%
230,EXPS_CON_PCT_MAIN,00110,"Expenditures incurred, Maintenance and repair",NONOPERATING INCOME and EXPENSES     110 Nonoperating expenses and income Nonoperating Income and Expenses,59.20%
231,PATREV_NPATREV_TOT,00101,Patient Care Revenue:  Total Patient and Non-Patient Care Revenue,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",59.10%
232,BUS_TECH_RFID,00001,Yes/No/Do Not Know for Business Technology C,Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no,59.10%
233,ASSET_CAPEX_VAL,00102,"Domestic Depreciable Asset Data:_x000D_
Total capex","Depreciation,Depletion, Amortization-102 nan Depreciation, Depletion and Amortization",59.10%
234,OPSTAT_CEASED_DATE,00034,Operational Status: Ceased operation date,Discontinued Date Discontinued Date Discontinued Date,59.10%
235,PAY_ANN,PPAY,Annual Payroll Total,Prior quarter payroll from br nan nan,58.90%
236,BUS_TECH_SER_ROB_DNK,00001,Yes/No/Do not know for Business Technology E,Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no,58.90%
237,RCPT_S_MERCH_GT50_WRTIN,00101,Merchandise that accounted for more than half of the total receipts  write-in description,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",58.90%
238,PRCH_OTHEXPS,00103,"All other purchased services - (Include legal services, accounting services, other expenses normally considered as overhead or non-job related costs, etc. Exclude purchase of products for resale (cost of goods sold); bad debt; transfers made within the company; capitalized expenses; interest; impairment; income, sales, and excise taxes; and other nonoperating expenses.)",Other Operating Cost and Expenses    103 nan Other Operating Cost and Expenses,58.90%
239,CAPEX_TOT_PY,00103,"Capital Expenditures, New and Used Buildings and Machinery Total  Prior Year",Other Operating Cost and Expenses    103 nan Other Operating Cost and Expenses,58.80%
240,BUS_TECH_GUD_VEH,00001,Yes/No/Do not know for Business Technology F,Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no,58.70%
241,MERCH_RESALE_PCT,00101,"Merchandise Sales,  Product resales (products purchased by this establishment from others and sold without further processing or transformation; or sold on a commission basis)","Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",58.70%
242,BUS_TECH_ADD_MFG_N,00001,Yes/No/Don't Know for Business Technology B,Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no,58.60%
243,CAPEX_SOFTWARE_INTDEV_VAL,00103,"Capital Expenditures:_x000D_
Computer Software, internally-developed",Other Operating Cost and Expenses    103 nan Other Operating Cost and Expenses,58.50%
244,INV_RPT_DATE,00214,Inventories: Date reported,Inventories                          214 Inventories Inventories,58.40%
245,CAPEX_SOFTWARE_PREPKG_VAL,00326,"Capital Expenditures:_x000D_
Computer Software, prepackaged",Capital Stock and Other Capital      326 Capital Stock and Other Capital Capital Stock and Other Capital,58.40%
246,INV_LIFO_NET_END,00214,"Inventories, Total Inventories after LIFO adjustment,  End of Year",Inventories                          214 Inventories Inventories,58.30%
247,AFFIL_FOR_GE10_STAT,00041,Foreign Ownership or Control: Status,Owned by another company-NO/YES Owned by another company - No/Yes Owned by another Company-No/Yes,58.20%
248,AFFIL_SPL_OWN_DOM_NO_ARCHIVE,00041,Is the company owned or controlled by another domestic company?,Owned by another company-NO/YES Owned by another company - No/Yes Owned by another Company-No/Yes,58.10%
