,MDR's Variable,Variable Source,MDR's Description,Source's Description,similarity_score
174,SERVICES_EXPORTED_Y,RCPT_UTPAT_FOR_STAT,"Did this establishment provide services to foreign businesses in $$00 (that is, exported services)?",Was any of the revenue reported in Questions 7-7 or 7-8 received from companies or organizations located outside the United States?,63.40%
175,PRCH_REPAIR_BUILD,CAPEX_WW_PPE_VAL,"Purchased maintenance and repair of buildings, job-site trailers, and other structures_x000D_
(Exclude janitorial services)","Expenditures: property, plant, and equipment",63.40%
176,CAPEX_MACH_COMP_PY,CAPEX_WW_TOT_VAL,"Capital Expenditures, Computers Prior Year",Worldwide capital expenditures: total,63.40%
177,RCPT_CONTRACT_HOUSE,EXPS_PRI_RD_INT_VAL,"Contract Work done by customer in Puerto Rico,  Household consumers",Research and development paid for and performed by your company in Puerto Rico,63.40%
178,FOOD_DAYPART_TOT_PCT,RCPT_TOT_VAL,"Food and Beverage Sales,  Total",Worldwide net sales and operating revenues,63.40%
179,RCPT_C_ST_NJ,EMP_NJ_TOT_NUM,"Construction Work by State,  New Jersey",Total employees in New Jersey,63.30%
180,INCOM_FOR_NONCONS_DOM_VAL,,"Income (loss) of foreign branches and eqty in earnings (losses) of domestic and foreign nonconsolidated subsidiaries and other investments accounted for by the eqty method, net of foreign taxes",Sales and operating revenues from domestic operations: Business Code,63.30%
181,RCPT_C_ST_MT,EMP_MT_TOT_NUM,"Construction Work by State,  Montana",Total employees in Montana,63.20%
182,RCPT_C_ST_NV,EMP_NV_TOT_NUM,"Construction Work by State,  Nevada",Total employees in Nevada,63.20%
183,RCPT_BUS_PCT,,Source of Revenue: Business,Sales and operating revenues from domestic operations: Business Code,63.10%
184,RCPT_C_ST_DE,EXPS_DOM_RD_RMB_INT_NONFED_DE,"Construction Work by State,  Delaware",Domestic research and development performed by your company and paid for by nonfederal sources in Delaware,63.00%
185,EXPS_PROGPROD_VAL,EXPS_WORLD_RD_CORE_MTR_VAL,Program and Production Costs,Type of R&D Costs: Materials and supplies (Worldwide),63.00%
186,RCPT_NONOP_GIFT_INVST_DVAL,CAPEX_WW_PPE_VAL,"subsidies, Contr., Gifts & Grants+Investment and property income","Expenditures: property, plant, and equipment",62.90%
187,RCPT_C_ST_AK,EMP_AK_TOT_NUM,"Construction Work by State,  Alaska",Total employees in Alaska,62.90%
188,RCPT_C_ST_KS,EMP_KS_TOT_NUM,"Construction Work by State,  Kansas",Total employees in Kansas,62.90%
189,SERVICES_IMPORTED_N,RCPT_UTPAT_FOR_STAT,"Did this establishment purchase services from foreign businesses in $$99 (that is, imported services)?",Was any of the revenue reported in Questions 7-7 or 7-8 received from companies or organizations located outside the United States?,62.80%
190,AFFIL_OWNER_ADDR_ST,PARENTCO_HOLDING_STAT,State of the owning or controlling company,Is the parent company a holding company?,62.80%
191,PAT_CARE_LAB_HEALTH_PCT,EXPS_WORLD_RD_RMB_MED_VAL,"Patient Care, Laboratory services paid by other health care providers",Medical nonclinical R&D services provided to others,62.80%
192,GRANTS_TRANSFERS_TOT,GIFT_USUNI_VAL,"Amount of grants, transferred contributions, and similar payments",Amount of monetary gifts to U.S. universities that was for R&D,62.70%
193,CAPEX_NEWCON_DOL,CAPEX_DOM_RD_STR_VAL,"Capital Expenditures for new construction, including renovation","Domestic capital expenditures for R&D, by type of asset: Buildings and land improvements",62.50%
194,RCPT_C_ST_ME,EMP_MA_TOT_NUM,"Construction Work by State,  Maine",Total employees in Maine,62.40%
195,PRCH_AUX_OTHEXPS,CAPEX_WW_PPE_VAL,"Auxiliary establishment,  all other selected expenses","Expenditures: property, plant, and equipment",62.40%
196,EMP_MAR12_LSD_TRANS_WARE,EMP_DOM_RD_TEMP_TECH_NUM,Q1 LEASED EMPLOYMENT FOR TRANSPORTATION AND WAREHOUSE CLIENTS,Temporary and leased R&D employees by occupation: R&D technicians,62.40%
197,EXPS_COMPTR_OTHEQ_VAL,EXPS_DOM_RD_CORE_EQP_VAL,Expensed computer hardware and other equipment,Type of R&D Costs: Expensed equipment [not capitalized] (Domestic),62.30%
198,RCPT_CONTRACT_CLASS_TOT,EXPS_PRI_RD_INT_VAL,"Contract Work done by customer in Puerto Rico,  Total",Research and development paid for and performed by your company in Puerto Rico,62.30%
199,RCPT_C_ST_IA,EMP_IA_TOT_NUM,"Construction Work by State,  Iowa",Total employees in Iowa,62.30%
200,RCPT_PRDSHIP_C,EXPS_PRI_RD_INT_VAL,"Value of product shipped by customer in Puerto Rico,  Construction companies",Research and development paid for and performed by your company in Puerto Rico,62.30%
201,RCPT_CONTRACT_W,EXPS_PRI_RD_INT_VAL,"Contract Work done by customer in Puerto Rico,  Wholesalers",Research and development paid for and performed by your company in Puerto Rico,62.30%
202,EQP_MAT_PRCH_MAT,CAPEX_WW_PPE_VAL,"Auxiliary establishment, expensed purchases of other materials, parts, and supplies","Expenditures: property, plant, and equipment",62.30%
203,COST_MAT_TOT,EXPS_WORLD_RD_XTRA_VAL,"Cost of Materials,  Total",Sum of costs reported in Question 2-2,62.20%
204,AFFIL_FOR_GE10_STAT,AFFIL_OWNER_FOR_STAT,Foreign Ownership or Control: Status,Was company owned by a foreign company?,62.20%
205,RCPT_C_ST_NC,EMP_NC_TOT_NUM,"Construction Work by State,  North Carolina",Total employees in North Carolina,62.20%
206,FUNDS_DEV_YES,EXPS_DC_RD_INT_VAL,Did this establishment receive funds for research and development?,Research and development paid for and performed by your company in District of Columbia,62.10%
207,RCPT_C_ST_CT,EMP_CT_TOT_NUM,"Construction Work by State,  Connecticut",Total employees in Connecticut,62.10%
208,OPEX_MIN_EXROYALTY,CAPEX_WW_PPE_VAL,"Mining Operating Expenses:  Current operating expenses for exploration, development, and mineral land and rights for this domestic reporting unit","Expenditures: property, plant, and equipment",62.00%
209,RCPT_TOT,RCPT_TOT_VAL,"Total Sales, Shipments, Receipts or Revenue",Worldwide net sales and operating revenues,62.00%
210,PREV_OWNER_MONTH,PARENTCO_ACQ_DATE,Month acquired from Former Owner or operator,Date of parent company purchased,62.00%
211,AFFIL_OWNER_NAME_TXT,PARENTCO_HOLDING_STAT,Ownership or Controlling Company: Name,Is the parent company a holding company?,61.90%
212,EXPS_PROFTECH_VAL,,Purchased Professional and Technical Services,"Domestic R&D paid for by the company and others and performed by the company, by type of cost - Other purchased services",61.80%
213,RCPT_C_ST_AL,EMP_AL_TOT_NUM,"Construction Work by State,  Alabama",Total employees in Alabama,61.80%
214,PRCH_PROFTECH,,Purchased professional and technical services,"Domestic R&D paid for by the company and others and performed by the company, by type of cost - Other purchased services",61.80%
215,COST_MAT_TOT_PY,EXPS_WORLD_RD_XTRA_VAL,"Cost of Materials,  Total Prior Year",Sum of costs reported in Question 2-2,61.80%
216,PRCH_ENT_REPAIR_MACH,CAPEX_WW_PPE_VAL,"Enterprise payments for other establishments,  purchased repairs and maintenance to machinery and equipment","Expenditures: property, plant, and equipment",61.70%
217,AFFIL_CONTROL_NO,EXPS_DOM_RD_EXT_FP_VAL,Does another domestic company have the power to control the management and policies of your company?,Your company's foreign parent,61.60%
218,PRCH_TRANS_ALLOTH,CAPEX_WW_PPE_VAL,"Purchased Transportation,  All other purchased transportation_x000D_
(Include allowances to shippers less credits for equipment rents to others.)","Expenditures: property, plant, and equipment",61.60%
219,RCPT_C_ST_CO,EMP_CO_TOT_NUM,"Construction Work by State,  Colorado",Total employees in Colorado,61.60%
220,NAME1,AFFIL_OWNER_FOR_STAT,Company Name,Was company owned by a foreign company?,61.50%
221,RCPT_C_ST_HI,EMP_HI_TOT_NUM,"Construction Work by State,  Hawaii",Total employees in Hawaii,61.50%
222,RCPT_C_ST_AR,EMP_AR_TOT_NUM,"Construction Work by State,  Arkansas",Total employees in Arkansas,61.40%
223,PRCH_ENT_REPAIR_MACH_V,CAPEX_WW_PPE_VAL,"Enterprise payments for other establishments,  purchased repairs and maintenance to machinery, vehicles, and equipment","Expenditures: property, plant, and equipment",61.30%
224,RCPT_TOT_PY,RCPT_DOM_SUM_BUSINESSCODE,"Total Sales, Shipments, Receipts or Revenue  Prior Year",Total domestic net sales and operating revenues (copy),61.20%
225,RCPT_C_ST_OK,EMP_OK_TOT_NUM,"Construction Work by State,  Oklahoma",Total employees in Oklahoma,61.20%
226,RCPT_C_ST_PA,EMP_PA_TOT_NUM,"Construction Work by State,  Pennsylvania",Total employees in Pennsylvania,61.10%
227,MERCH_OTHER_EST_PCT,,"Merchandise Sales,  Products manufactured or assembled for this establishment by other domestic establishments of your company (i.e., within the 50 States and District of Columbia)",Sales and operating revenues from domestic operations: Business Code,61.10%
228,RCPT_C_ST_RI,EXPS_DOM_RD_RMB_INT_NONFED_RI,"Construction Work by State,  Rhode Iskand",Domestic research and development performed by your company and paid for by nonfederal sources in Rhode Island,61.10%
229,RCPT_C_ST_OR,EMP_OR_TOT_NUM,"Construction Work by State,  Oregon",Total employees in Oregon,61.10%
230,OPEX_MIN,EXPS_WORLD_RD_XTRA_VAL,Mining Operating Expenses:  Total,Sum of costs reported in Question 2-2,61.00%
231,RCPT_TRANSFER,,Value of products shipped to other domestic plants of your company for further processing,"Domestic R&D paid for by the company and others and performed by the company, by type of cost - All other costs",60.90%
232,RCPT_C_ST_MN,EMP_MN_TOT_NUM,"Construction Work by State,  Minnesota",Total employees in Minnesota,60.90%
233,RCPT_C_ST_MD,EMP_MD_TOT_NUM,"Construction Work by State,  Maryland",Total employees in Maryland,60.90%
234,AFFIL_FOR_ADDR_CNTRY_TXT,AFFIL_OWNER_FOR_STAT,Foreign Ownership or Control: Country,Was company owned by a foreign company?,60.80%
235,AFFIL_OWNER_ADDR_CNTRY_TXT,PARENTCO_DOM_STAT,Ownership or Controlling Company: Country (if applicable),Was company owned by a US company?,60.80%
236,EXPS_ADMIN_AH,CAPEX_WW_PPE_VAL,"Adminstrative Expenses, Health insurance and hospital and medical service plans","Expenditures: property, plant, and equipment",60.80%
237,RCPT_C_ST_AZ,EMP_AZ_TOT_NUM,"Construction Work by State,  Arizona",Total employees in Arizona,60.80%
238,PROD_1001450000,RCPT_TOT_VAL,The Gross Sales of each product manufactured or mined by this establishment ,Worldwide net sales and operating revenues,60.70%
239,RCPT_C_ST_WI,EMP_WI_TOT_NUM,"Construction Work by State,  Wisconsin",Total employees in Wisconsin,60.70%
240,RCPT_ELAPPL_VAL,,"Sales, Shipments Receipts, or Revenue - Electronics & appliances",Sales and operating revenues from domestic operations: Business Code,60.70%
241,EMP_MAR12_EXMAN,EMP_WW_RD_RES_NUM,"Employment By Occupation, Executive and corporate managers",R&D employees by occupation: Researchers - worldwide,60.60%
242,RCPT_C_ST_LA,EMP_LA_TOT_NUM,"Construction Work by State,  Louisiana",Total employees in Louisiana,60.60%
243,EXPS_ADMIN_PRPCAS_REINS,CAPEX_WW_PPE_VAL,"Adminstrative Expenses, Property and casualty reinsurance","Expenditures: property, plant, and equipment",60.60%
244,RCPT_C_ST_KY,EMP_KY_TOT_NUM,"Construction Work by State,  Kentucky",Total employees in Kentucky,60.60%
245,AFFIL_OWNER_GT50_NO_ARCHIVE,PARENTCO_HOLDING_STAT,Does another domestic company own more than 50% of the voting stock of your company?,Is the parent company a holding company?,60.50%
246,RCPT_C_ST_MO,EMP_MO_TOT_NUM,"Construction Work by State,  Missouri",Total employees in Missouri,60.50%
247,EMP_MAR12_HQOTH,,"Employment By Occupation, All other headquarter employees",R&D employees by occupation: Total R&D employees (copy),60.40%
248,RCPT_ECOMM_NO_ARCHIVE,RCPT_UTPAT_FOR_STAT,"Were any of the sales, shipments, receipts, or revenue a result of e-commerce transactions?",Was any of the revenue reported in Questions 7-7 or 7-8 received from companies or organizations located outside the United States?,60.40%
249,OPSTAT_MERGED_DATE,OPSTAT_CEASED_DATE,Corporation status - Merged date,Date your company ceased operations,60.40%
250,EXPS_FRNG_BENEFIT_VAL,EXPS_DOM_RD_CORE_WAGE_VAL,Employer's Cost for Fringe Benefits,"Type of R&D Costs: Salaries, wages and fringe benefits (Domestic)",60.40%
251,EXPS_EXSOFT_VAL,,Expensed Purchases of Software,Domestic R&D performed by your company that was paid for by others  - Software products or software embedded in other projects or products,60.40%
252,EMP_MAR12_TOT_S,,"Employment By Occupation, Service Total",R&D employees by occupation: Total R&D employees (copy),60.40%
253,EXPS_SOFTREPR_VAL,,Expensed purchases of software,Domestic R&D performed by your company that was paid for by others  - Software products or software embedded in other projects or products,60.40%
254,RCPT_C_ST_FL,EMP_FL_TOT_NUM,"Construction Work by State,  Florida",Total employees in Florida,60.40%
255,RCPT_C_ST_TN,EMP_TN_TOT_NUM,"Construction Work by State,  Tennessee",Total employees in Tennessee,60.30%
256,INV_RPT_DATE,REFPER_CAL_YEAR_STAT,reporting Date for inventories,Reporting period,60.30%
257,PAY_ANN_NONPRDWRK_VAL,EMP_WW_NONRD_NUM,Annual Payroll - Nonproduction Workers,All other Employees  - Total Worldwide,60.30%
258,INCOM_EXPS_NOP_DBCRD4_TXT,CAPEX_WW_IIA_VAL,Nonoperating income and expenses - principal debits and credits that contribute - Description - 4,Expenditures: identifiable intangible assets,60.20%
259,EMP_MAR12_HLTHOTH,EMP_WW_NONRD_NUM,"Employment By Occupation, All other health care employees_x000D_
(Include management and administrative staff.)",All other Employees  - Total Worldwide,60.20%
260,INCOM_EXPS_NOP_DBCRD1_TXT,CAPEX_WW_IIA_VAL,Nonoperating income and expenses - principal debits and credits that contribute - Description - 1,Expenditures: identifiable intangible assets,60.20%
261,INCOM_EXPS_NOP_DBCRD3_TXT,CAPEX_WW_IIA_VAL,Nonoperating income and expenses - principal debits and credits that contribute - Description - 3,Expenditures: identifiable intangible assets,60.20%
262,RCPT_C_ST_GA,EXPS_DOM_RD_RMB_INT_NONFED_GA,"Construction Work by State,  Georgia",Domestic research and development performed by your company and paid for by nonfederal sources in Georgia,60.20%
263,RCPT_CONTRACT_CENTRAL,EXPS_OLA_RD_INT_VAL,"Contract Work done by customer location,  Central America, South America, and Caribbean Zone",Research and development paid for and performed by your company in Other Latin American Countries,60.20%
264,RCPT_C_ST_DC,,"Construction Work by State,  District of Columbia",How many total employees by state including DC,60.10%
265,RCPT_OFCEQ_VAL,CAPEX_WW_PPE_VAL,"Sales, Shipments Receipts, or Revenue - Office equipment & supplies","Expenditures: property, plant, and equipment",60.10%
266,DEPR_AUX_TOT,CAPEX_WW_PPE_VAL,"Auxiliary establishments,  Depreciation charges, Total","Expenditures: property, plant, and equipment",60.10%
267,NPATREV_OTHER_NONOP,RCPT_TOT_VAL,All other non-operating revenue- Include other non-operating revenue.,Worldwide net sales and operating revenues,60.00%
268,INCOM_EXPS_NOP_DBCRD2_TXT,CAPEX_WW_IIA_VAL,Nonoperating income and expenses - principal debits and credits that contribute - Description - 2,Expenditures: identifiable intangible assets,60.00%
269,RCPT_PRDSHIP_FOOD,EXPS_PRI_RD_INT_VAL,"Value of product shipped by customer in Puerto Rico,  Hotels, restaurants, food services, and drinking places",Research and development paid for and performed by your company in Puerto Rico,60.00%
270,EMP_MAR12_PRD,EMP_DOM_RD_TECH_NUM,"Employment By Occupation,  Production - including employees who manufacture products from raw materials or semi-finished products",R&D employees by occupation: R&D technicians - domestic,59.90%
271,INCOM_EXPS_NOP_DBCRD5_TXT,CAPEX_WW_IIA_VAL,Nonoperating income and expenses - principal debits and credits that contribute - Description - 5,Expenditures: identifiable intangible assets,59.90%
272,EMP_MAR12_LSD_INFO_SERVICES,EMP_DOM_RD_TEMP_TECH_NUM,Q1 LEASED EMPLOYMENT FOR INFO SERVICES CLIENTS,Temporary and leased R&D employees by occupation: R&D technicians,59.70%
273,PAT_CARE_DIA_HEALTH_PCT,EXPS_WORLD_RD_RMB_MED_VAL,"Patient Care, Diagnostic imaging services paid by other health care providers",Medical nonclinical R&D services provided to others,59.70%
274,CAPEX_TOT_DVAL_SUM,CAPEX_WW_TOT_VAL,"Sum estab capital expenditures to KAU _x000D_
Sum KAU capital expenditures to Company",Expenditures: total,59.70%
275,RCPT_C_ST_ID,EMP_ID_TOT_NUM,"Construction Work by State,  Idaho",Total employees in Idaho,59.70%
276,PRCH_TOT,CAPEX_WW_TOT_VAL,Total Purchased Services,Expenditures: total,59.50%
277,OPFRAN_FRAN,AFFIL_OWNER_FOR_STAT,Was this establishment operating under any trademark(s) or brand name(s) authorized by a franchisor?,Was company owned by a foreign company?,59.50%
278,EMP_MAR12_HR,EMP_DOM_RD_TECH_NUM,"Employment By Occupation, Human resources/personnel",R&D employees by occupation: R&D technicians - domestic,59.50%
279,RCPT_C_ST_VA,EMP_VA_TOT_NUM,"Construction Work by State,  Virginia",Total employees in Virginia,59.40%
280,CAPEX_NEW_TOT_SUM,CAPEX_FOR_TOT_VAL,"Sum estab new capital expenditures to KAU_x000D_
Sum KAU new capital expenditures to company",Foreign capital expenditures: total,59.40%
281,RCPT_C_ST_MA,EMP_MA_TOT_NUM,"Construction Work by State,  Massachusettes",Total employees in Massachusetts,59.40%
282,RCPT_NONML_VAL,,"Sales, Shipments Receipts, or Revenue - Other non-merchandise",Sales and operating revenues from domestic operations: Business Code,59.40%
283,RCPT_C_ST_UT,EMP_UT_TOT_NUM,"Construction Work by State,  Utah",Total employees in Utah,59.40%
284,AFFIL_FOR_NAME,EXPS_DOM_RD_EXT_FP_VAL,"Name of the foreign entity (company, individual, government, etc.)",Your company's foreign parent,59.30%
285,EMP_MAR12_LSD_FINANCE,EMP_DOM_RD_TEMP_TECH_NUM,Q1 LEASED EMPLOYMENT FOR FINANCE AND INSURANCE CLIENTS,Temporary and leased R&D employees by occupation: R&D technicians,59.30%
