,MDR's Variable,Variable Source,MDR's Description,Source's Description,similarity_score,Actual MDR's Variable
150,RCPT_CLIENT_S_ENGIN,B_COOP,"Class of Customer, Engineering firms",Companies that are the clients or customers outside the business group,64.60%,COOP_PARTNER_LOC_CHKBOX
151,PREV_OWN_EIN_NUM,O1_OTH_BUS_WIN,New Establishment: Former Ownership EIN,Other status of the previous business Owner 1 started most recently,64.50%,PREV_BUS_OWN_TXT
152,RCPT_CLIENT_S_ARCH,B_COOP,"Class of Customer, Architectural firms",Companies that are the clients or customers outside the business group,64.40%,COOP_PARTNER_LOC_CHKBOX
153,CLASS_BANKS,B_COOP,"Class of Customer,  Banks, insurance, and real estate companies",Companies that are the clients or customers outside the business group,64.30%,COOP_PARTNER_LOC_CHKBOX
154,NAME1,B_COOP,Company Name,Companieswithin the business group ,64.30%,COOP_PARTNER_LOC_CHKBOX
155,RCPT_CONTRACT_M,B_CONTRACTOUT,"Contract Work done by customer in Puerto Rico,  Other manufacturing establishments",Yes/No if business contracted out manufacturing tasks,64.20%,MAN_CONTRACTOUT_STAT
156,AFFIL_FOR_GE10_STAT,B_PARENTCO_FOREIGN,Foreign Ownership or Control: Status,Yes/No if business is a majority-owned subsidiary of a foreign company,64.00%,OWNED_FOREIGN_STAT
157,AGENTPHONE,"RESP_PHONE_AREA_CODE
RESP_PHONE_PREFIX, RESP_PHONE_SUFFIX, ",Agent phone,Contact Information: Phone,63.90%,CERT_PHONE_NUM
158,PROP_MAR12_TOT_S,B_OWNERNUM,"Proprietor or Partner by Occupation, Total",Number of owners of the business,63.80%,OWNER_NUM_STAT
159,ESTAB_NUM,B_OWNERNUM,Number of Establishments,Number of owners of the business,63.80%,OWNER_NUM_STAT
160,PREV_OWN_ACQ_DATE,O1_ACQ_BUS_YR,New Establishment: Acquisition Date,Year that the first owner initially acquired this business,63.70%,OWNER_ACQ_YEAR
161,PRCH_TRANS_TOT,EXPNS,"Purchased Transportation,   Total",Amount of total expenses,63.70%,EXPS_TOT_VAL
162,PRCH_TRANS_COST_TOT,EXPNS,"Purchased Transportation,  Total",Amount of total expenses,63.70%,EXPS_TOT_VAL
163,OWNSTAT_RACE_DNK,O1_RACE,"Race of majority ownership - Is the race of the majority ownership of this establishment not known or not determinable, such as publicly traded?",Race of first owner,63.70%,OWNER_RACE_CODE
164,OWNSTAT_WOMEN_ARCHIVE,O1_SEX ,What is the sex of majority ownership of this establishment?,Sex of first owner,63.60%,OWNER_SEX_CODE
165,YEAR_START_DATE,FYEND_MONTH,if fiscal or part yr  what is startdate,Month that fiscal year ends ,63.60%,FY_END_DATE
166,CLASS_GOV,B_COOP,"Class of Customer,  Governmental bodies (Federal, state, and local)","Clients or customers from the public sector: public sector includes government owned organizations such as local, regional and national administrations and agencies, schools, hospitals, and government providers of services such as security, transport, housing, energy, etc. ",63.50%,COOP_PARTNER_LOC_CHKBOX
167,CLASS_LOCALRES,B_REV ,"Class of Customer,  Household consumers and individuals (Exclude visiting tourists)",Types of customers that accounted for 10% or more of total sales,63.40%,CUST_TYPE_10_PCT_SALES_CHKBOX
168,SURVEY_LFO_FOREIGN_NO_ARCHIVE,B_ACTIVITYUFC_ADMIN ,"Legal Form of Organization,  Foreign Control,   Was this establishment a Controlled Foreign Corporation?",Yes/No if foreign affiliated companies conducted administrative or management functions for this business,63.40%,AFFIL_NONUS_ADMIN_STAT
169,AFFIL_OWNER_NAME,B_COOP,Name of the owning or controlling company,Companieswithin the business group ,63.20%,COOP_PARTNER_LOC_CHKBOX
170,OPSTAT_ADDR_ZIP,O1_OTH_BUS,"Operational Status,  New owner/operator,  ZIP Code","Status of the previous business, other than this one, that the first owner started",63.20%,PREV_BUS_OWN_CODE
171,AFFIL_FORSTOCK_GE10_NO_ARCHIVE,B_PARENTCO_FOREIGN,"Does this company alone, or with its domestic affiliates, own 10 percent or more of the voting stock of an incorporated foreign business enterprise, or an equivalent interest in an unincorporated business enterprise, including ownership of real estate?",Yes/No if business is a majority-owned subsidiary of a foreign company,63.20%,OWNED_FOREIGN_STAT
172,CERT_COMPLETED_DATE,"
RESP_TITLE   ",Contact Information: Date completed,Contact Information: Title,63.00%,CERT_TITLE_TXT
173,RCPT_CLIENT_S_COMRCL,B_COOP,"Class of Customer, All other business firms and organizations (Manufacturing, utilities, mining, shopping centers, office buildings, etc.)",Companies that are the clients or customers outside the business group,62.90%,COOP_PARTNER_LOC_CHKBOX
174,CLASS_FARMGT50_NO_ARCHIVE,B_REV ,"Class of Customer,  Were 50 percent or more of the goods sold by this establishment purchased directly from farmers?",Types of customers that accounted for 10% or more of total sales,62.80%,CUST_TYPE_10_PCT_SALES_CHKBOX
175,PRCH_COMPUTER_OTHEQ,B_EXPCOST_EQUIP,Expensed computer hardware and other equipment,R&D capital expenditures for equipment,62.80%,CAPEX_RD_OPS_EQUIP_VAL
176,ASSET_OTHACQ_VAL,B_RDEXP_DOM_DEPR,"Domestic Depreciable Asset Data:_x000D_
Gross value of other additions and acquisitions",Amount of domestic R&D costs going to depreciation on property and equipment,62.80%,EXPS_RD_DOM_DEPR_VAL
177,DEPR_TOT,B_RDEXP_DOM_DEPR,"Depreciation charges, Total Buildings and Machinery",Amount of domestic R&D costs going to depreciation on property and equipment,62.80%,EXPS_RD_DOM_DEPR_VAL
178,RCPT_CLIENT_S_CON,B_COOP,"Class of Customer, Construction firms",Companies that are the clients or customers outside the business group,62.80%,COOP_PARTNER_LOC_CHKBOX
179,CAPEX_NEW_TOT_SUM,B_CAPEXP_TOTAL,"Sum estab new capital expenditures to KAU_x000D_
Sum KAU new capital expenditures to company",Amount of capital expenditures,62.60%,CAPEX_TOT_VAL
180,ASSET_RETIRED_BUILD,B_EXPCOST_BLDG,"Depreciable assets sold, retired, scrapped, destroyed, etc.   Buildings",R&D capital expenditures for buildings and land imp R&D capital expenditures for equipmentrovement,62.60%,CAPEX_RD_OPS_BLDG_VAL
181,RCPT_CLIENT_F_OTH,B_COOP,"Class of Customer,  Businesses and all other",Companies that are the clients or customers outside the business group,62.60%,COOP_PARTNER_LOC_CHKBOX
182,FGINFO_EXTN,RESP_PHONE_EXT ,Phone number extension,Contact Information: Extension,62.60%,CERT_EXTENSION_NUM
183,EXPS_ADMIN_OTHLIFE,B_EXPCOST_BLDG,"Adminstrative Expenses, All other activities (i.e., property and casualty, including reinsurance, etc.)",R&D capital expenditures for buildings and land imp R&D capital expenditures for equipmentrovement,62.60%,CAPEX_RD_OPS_BLDG_VAL
184,OWN_ST,O2_NAME_TITLE,Owner state,Name of second owner,62.50%,OWNER2_NAME
185,OWNSTAT_RACE_OTHPACF_WRTIN,O1_RACE,The other Pacific Islander race(Race of majority ownership),Race of first owner,62.50%,OWNER_RACE_CODE
186,RCPT_CLIENT_F_INDIV,B_REV ,"Class of Customer,  Individuals",Types of customers that accounted for 10% or more of total sales,62.50%,CUST_TYPE_10_PCT_SALES_CHKBOX
187,SE_CAPITAL_STOCK_VAL,TCPEX,Capital stock and other capital - Include additional paid in capital,Total capital expenditures,62.50%,CAPEX_TOT_VAL
188,COST_OTHER_OPEX,B_EXPCOST_OTH ,"All other operating expenses  (Include payroll, benefits, utilities, depreciation, etc. Exclude cost of goods sold, interest, capital expenditures, and bad debt.)",All other R&D capital expenditures,62.50%,CAPEX_RD_OPS_OTH_VAL
189,INCL_COST_VALUE_LAND_YES,CPLND,Was the purchased cost of land or estimated value of raw land included in the receipts for construction work?,Total capital expenditures for research operations that went towards land acquisition,62.40%,CAPEX_RSRCH_LAND_VAL
190,EXPS_PROGPROD_VAL,B_DIFF_TARGETS,Program and Production Costs,Amount of effort it took to meet production targets,62.40%,PROD_TARG_EFFORT_CODE
191,CLASS_R_RESALE,B_REV ,"Class of Customer,  Retailers for resale",Types of customers that accounted for 10% or more of total sales,62.40%,CUST_TYPE_10_PCT_SALES_CHKBOX
192,NAICS_WRTIN_TXT,RESP_BUS_DESC,Primary Business or Activity: Description write-in,Primary business activity,62.30%,NAICS_DESC_TXT
193,ESTAB_NUM,B_OWNERNUM,Total number of establishments,Number of owners of the business,62.30%,OWNER_NUM_STAT
194,ASSET_TOT_END,B_EXPCOST_BLDG,"Depreciable assets at the end of the year,  Total Buildings and Machinery",R&D capital expenditures for buildings and land imp R&D capital expenditures for equipmentrovement,62.30%,CAPEX_RD_OPS_BLDG_VAL
195,PREV_OWNER_MONTH,B_CEASED_MONTH,Month acquired from Former Owner or operator,Month the business ceased operation,62.20%,OPSTAT_CEASED_MONTH_DATE
196,BUS_TECH_GUD_VEH_DNK_ARCHIVE,B_COLLABG_FACILITY,Yes/No/Do not know for Business Technology F,Yes/No if business researched at government user facilities,62.20%,COLLABG_FACILITY_STAT
197,RCPT_PRODPCT_76TO100,B_SALES_PCT_GOODS,"Percent ranges for: During $$00, what was the percent of total revenue (as reported in Item 5A) from products sold by this establishment that were manufactured or mined in the United States by your company or its subsidiaries?","Percent of domestic sales, revenues, and grants coming from selling goods to customers",62.20%,SALES_GOODS_PCT
198,RCPT_CLIENT_S_NONPROFT_PCT,B_COOP,"Class of Customer,  Not-for-profit organizations (Include religious organizations.)",Companies that are the clients or customers outside the business group,62.20%,COOP_PARTNER_LOC_CHKBOX
199,PREV_OWNER_EIN,O1_ACQ_BUS_YR_DK  ,Previous Owner Employer Identifcation Number,Owner 1 does not know when initially acquired ownership of this business,62.10%,O1_ACQ_BUS_YR_CODE
200,RCPT_SYSOFT_OTH_DVAL,B_EXPCOST_TECH,Other System Software revenue,R&D capital expenditures for software,62.00%,CAPEX_RD_OPS_TECH_VAL
201,MERCH_CONTR_FOR_PCT,B_COOP,"Merchandise Sales,  Products manufactured for this establishment by other companies on a contract basis OR manufactured by your company's foreign plants","Suppliers of equipment, materials, components, or software outside your business group ",62.00%,COOP_PARTNER_LOC_CHKBOX
202,CERT_PHONE,"RESP_PHONE_AREA_CODE
RESP_PHONE_PREFIX, RESP_PHONE_SUFFIX, ","Certification,  Phone Number",Contact Information: Phone,62.00%,CERT_PHONE_NUM
203,RCPT_CLIENT_F_GOV,B_COOP,"Class of Customer,  Federal, state, and local governments","Clients or customers from the public sector: public sector includes government owned organizations such as local, regional and national administrations and agencies, schools, hospitals, and government providers of services such as security, transport, housing, energy, etc. ",62.00%,COOP_PARTNER_LOC_CHKBOX
204,CERT_EMAIL,RESP_EMAIL  ,"Certification,  Email address",Contact Information: Email,62.00%,CERT_EMAIL_TXT
205,FOOD_DAYPART_TOT_PCT,B_SALES_PCT_GOODS,"Food and Beverage Sales,  Total","Percent of domestic sales, revenues, and grants coming from selling goods to customers",62.00%,SALES_GOODS_PCT
206,RCPT_CLIENT_S_BUS,B_COOP,"Class of Customer,  Business firms and farms",Companies that are the clients or customers outside the business group,61.90%,COOP_PARTNER_LOC_CHKBOX
207,CONTNAME,RESP_CONTACT_NAME ,Builder contact name,Contact Information: Name,61.80%,CERT_NAME_TXT
208,CAPEX_TOT_DVAL_SUM,TCPEX,"Sum estab capital expenditures to KAU _x000D_
Sum KAU capital expenditures to Company",Total capital expenditures,61.80%,CAPEX_TOT_VAL
209,INCOM_U_OTHER_OTH_PCT,B_CRDSRC,"Other credit financing, Other",Other sources of credit not listed,61.80%,CREDIT_SOURCES_CHKBOX
210,CERT_PHONE_NUM,"RESP_PHONE_AREA_CODE
RESP_PHONE_PREFIX, RESP_PHONE_SUFFIX, ",Primary contact phone of unit,Contact Information: Phone,61.70%,CERT_PHONE_NUM
211,RCPT_CLIENT_U_GOVOWN,B_COOP,"Class of Customer,  Government-owned utilties","Clients or customers from the public sector: public sector includes government owned organizations such as local, regional and national administrations and agencies, schools, hospitals, and government providers of services such as security, transport, housing, energy, etc. ",61.50%,COOP_PARTNER_LOC_CHKBOX
212,ASSET_OTHACQ_WRTIN_TXT,B_RDEXP_DOM_DEPR,"Domestic Depreciable Asset Data:_x000D_
Specified additions and acquisitions",Amount of domestic R&D costs going to depreciation on property and equipment,61.50%,EXPS_RD_DOM_DEPR_VAL
213,CLASS_TOT_PCT,B_REV ,"Class of Customer,  Total",Types of customers that accounted for 10% or more of total sales,61.50%,CUST_TYPE_10_PCT_SALES_CHKBOX
214,CLASS_GENPUB,B_REV ,"Class of Customer,  As a general business practice, did this establishment sell to household consumers and individual users?",Types of customers that accounted for 10% or more of total sales,61.40%,CUST_TYPE_10_PCT_SALES_CHKBOX
215,RCPT_APSOFT_PUB_VAL,B_EXPCOST_TECH,Total Application Software Publishing Revenue,R&D capital expenditures for software,61.40%,CAPEX_RD_OPS_TECH_VAL
216,SE_CAP_ST_LESS_TREAS_ST_VAL,TCPEX,Capital stock and other capital (less treasury stock),Total capital expenditures,61.40%,CAPEX_TOT_VAL
217,BUS_TECH_IND_ROB_Y_ARCHIVE,B_COLLABG_FACILITY,Yes/No/Do not Know for Business Technology D,Yes/No if business researched at government user facilities,61.30%,COLLABG_FACILITY_STAT
218,END_DATE,FYEND_MONTH,Reporting Period End Date,Month that fiscal year ends ,61.30%,FY_END_DATE
219,AFFIL_FOR_NAME_TXT,O3_NAME_TITLE,Foreign Ownership or Control: Name,Name of third owner,61.20%,OWNER3_NAME
220,RCPT_CUST_BUS_PCT,B_REV ,"Class of Customer: Total Revenue,_x000D_
Business",Types of customers that accounted for 10% or more of total sales,61.20%,CUST_TYPE_10_PCT_SALES_CHKBOX
221,AFFIL_FORSTOCK_STAT,O1_PCT_OWNED ,Foreign Ownership or Control: Percent of Voting Stock Held,Percent owned by first owner,61.20%,OWNER1_PCT
222,CERT_TITLE,"
RESP_TITLE   ","Certification,  Title of person to contact",Contact Information: Title,61.10%,CERT_TITLE_TXT
223,HOTEL_OWNMNG_NUM,B_OWNERNUM,Number of Hotel Establishments: Self managed,Number of owners of the business,61.10%,OWNER_NUM_STAT
224,RENT_PAY_ENT_BUILD,B_EXPCOST_BLDG,"Enterprise payments for other establishments,  Lease and rental payments for land, buildings, structures, store spaces, and offices",R&D capital expenditures for buildings and land imp R&D capital expenditures for equipmentrovement,61.10%,CAPEX_RD_OPS_BLDG_VAL
225,FUNDS_DEV_NONFED,NPRDSOURCEWI,"Source of Research and Development Funds,  Non-federal sources outside your enterprise_x000D_
(Include receipts from other enterprises, state and local governments, and other organizations.)",Details on the amount of internal research funds that came from other sources,61.10%,EXPS_RSRCH_OTH_TXT
226,RCPT_CLIENT_S_FIN,B_COOP,"Class of Customer, Banks, insurance companies, and other financial institutions",Companies that are the clients or customers outside the business group,61.10%,COOP_PARTNER_LOC_CHKBOX
227,CONTACT_NAME,RESP_CONTACT_NAME ,Name of person to contact about the survey,Contact Information: Name,60.90%,CERT_NAME_TXT
228,ASSET_END_TOT_DVAL,B_RDEXP_DOM_DEPR,"Domestic Depreciable Asset Data:_x000D_
Gross value of structures & equipment, ending",Amount of domestic R&D costs going to depreciation on property and equipment,60.90%,EXPS_RD_DOM_DEPR_VAL
229,PROP_MAR12_RN,B_OPR ,"Proprietor or Partner by Occupation, Registered nurses",Business operated equally by both spouses or unmarried partners,60.80%,EQUAL_OP_CODE
230,RCPT_CLIENT_S_INFOTH,B_REV ,"Class of Customer, All other",Types of customers that accounted for 10% or more of total sales,60.70%,CUST_TYPE_10_PCT_SALES_CHKBOX
231,OWNSTAT_RACE_GUAMCH,O1_HISP,Race of majority ownership - Is the race of the majority ownership of this establishment Guamanian or Chamorro?,"Whether the first owner is Hispanic, Latino, or Spanish",60.70%,OWNER_ETHNICITY_CODE
232,MFG_ESTAB_NUM,B_CONTRACTIN_TYPE ,Number of manufacturing establishments,Types of companies that this business performed manufacturing for,60.70%,MAN_CONTRACTIN_CHKBOX
233,FUNDS_DEV_TRANSFER,WZTOT,"Source of Research and Development Funds,  Transfers or other payments from other establishments of your enterprise",Amount of internal research funds,60.70%,EXPS_RSRCH_VAL
234,RCPT_SYSOFT_PUB_VAL,B_EXPCOST_TECH,Total System Software Publishing Revenue,R&D capital expenditures for software,60.70%,CAPEX_RD_OPS_TECH_VAL
235,ASSET_TOT_BGN,B_EXPCOST_BLDG,"Depreciable assets at the beginning of the year,  Total Buildings and Machinery",R&D capital expenditures for buildings and land imp R&D capital expenditures for equipmentrovement,60.60%,CAPEX_RD_OPS_BLDG_VAL
236,GRANTS_TRANSFERS_TOT,DZDON,"Amount of grants, transferred contributions, and similar payments",Amount of domestic research funds that came from individual donors,60.60%,EXPS_RSRCH_DONOR_DOM_VAL
237,CLASS_MOS_RETAIL,B_REV ,"Class of Customer,  What best describes this establishment's principal method of selling?",Types of customers that accounted for 10% or more of total sales,60.50%,CUST_TYPE_10_PCT_SALES_CHKBOX
238,CLOSING_DATE_DAY,B_CEASED_DATE_ YEAR ,Annual closing date of this corporation: Day,Year the business ceased operation,60.50%,OPSTAT_CEASED_YEAR_DATE
239,AFFIL_SPL_OWN_DOM_YES_ARCHIVE,B_ACTIVITYUC_ADMIN ,Is the company owned or controlled by another domestic company?,Yes/No if domestic unaffiliated companies conducted administrative or management functions for this business,60.50%,UNAFFIL_US_ADMIN_STAT
240,MERCH_THIS_EST_PCT,B_CONTRACTIN_TYPE ,"Merchandise Sales,  Products manufactured or assembled at this establishment",Types of companies that this business performed manufacturing for,60.30%,MAN_CONTRACTIN_CHKBOX
241,OWNSTAT_RACE_AMNAT,O1_RACE,Race of majority ownership - Is the race of the majority ownership of this establishment American Indian or Alaska Native?,Race of first owner,60.30%,OWNER_RACE_CODE
242,OWNSTAT_RACE_BLACK,O1_RACE,Race of majority ownership - Is the race of the majority ownership of this establishment black or African American?,Race of first owner,60.30%,OWNER_RACE_CODE
243,COOPERATIVE_STAT,B_COOP_OTH_BUS,Business Cooperative Status,Yes/No if business cooperated with other businesses or organizations on any other business activities,60.30%,COOP_OTH_BUS_STAT
244,CAPEX_NEWCON_PCT,CPSTR,"Capital Expenditures percentage for new construction, including renovation, for work done by your own employees",Total capital expenditures for research operations that went towards buildings and land improvement,60.20%,CAPEX_RSRCH_BUILD_VAL
245,JOINT_COMPANY_NAME_4,B_COOP,Investors: Company Name of Company Investor 4,Companieswithin the business group ,60.20%,COOP_PARTNER_LOC_CHKBOX
246,PREV_OWNER_ADDR_STREET,O1_NAME_TITLE,Street Address of Former Owner or operator,Name of first owner,60.10%,OWNER1_NAME
247,RCPT_CLIENT_S_RES,B_REV ,"Class of Customer, Household consumers and individuals",Types of customers that accounted for 10% or more of total sales,60.10%,CUST_TYPE_10_PCT_SALES_CHKBOX
