name,definition
PRCH_EXSOFT,"Purchased prepackaged, custom-coded or vendor-customized software"
PRCH_EXSOFT_PY,"Purchased prepackaged, custom-coded or vendor-customized software   Prior Year"
PRCH_OTHEXPS_PY,"All other purchased services, Prior year"
PRCH_OTHEXPS_WRTIN,"All other purchased services, write-in description"
PRCH_PROFTECH,Purchased professional and technical services
PRCH_PROFTECH_PY,Purchased professional and technical services   Prior Year
PRCH_REFUSE,"Water, sewer, refuse removal, and other non-electric utility payments"
PRCH_REFUSE_PY,"Water, sewer, refuse removal, and other non-electric utility payments   Prior Year"
PRCH_REPAIR,Purchased repairs and maintenance to buildings and/or machinery and equipment
PRCH_REPAIR_PY,Purchased repairs and maintenance to buildings and/or machinery and equipment  Prior Year
PRCH_TAX,Governmental taxes and licensing fees
PRCH_TAX_PY,Governmental taxes and licensing fees   Prior Year
PRCH_TEMPSTAF,Purchased services for temporary staff and leased employees  (Professional Employer Organizations and staffing agencies for personnel)
PRCH_TEMPSTAF_PY,Purchased services for temporary staff and leased employees  (Professional Employer Organizations and staffing agencies for personnel)  Prior Year
PRCH_TOT,Total Purchased Services
PRCH_TOT_PY,Total Purchased Services Prior Year
PREV_OWNER_ADDR_CITY,City of Former Owner or operator
PREV_OWNER_ADDR_ST,State of Former Owner or operator
PREV_OWNER_ADDR_STREET,Street Address of Former Owner or operator
PREV_OWNER_ADDR_ZIP,ZIP Code of Former Owner or operator
PREV_OWNER_EIN,Previous Owner Employer Identifcation Number
PREV_OWNER_MONTH,Month acquired from Former Owner or operator
PREV_OWNER_RECORD_NAME,Name of former Owner or operator
PREV_OWNER_YEAR,Year acquired from Former Owner or operator
PROD_CLASS_CODE,NAPCS code that corresponds to the individual product
PROD_CLASS_DESC,Description that corresponds to that NAPCS code being displayed (PROD_CLASS_CODE)
PROD_CLASS_DESC_WRTIN,Description that corresponds to the 'other' product reported by the respondent
PROD_CLASS_VAL,Currency amount associated with the PROD_CLASS_CODE
PROD_CLASS_VAL_PY,Currency amount associated with the PROD_CLASS_CODE
RCPT_ECOMM_TOT_PCT,"Percent of total sales, shipments, receipts, or revenue that were a result of e-commerce transactions"
RCPT_ECOMM_TOT_PCT_PY,"Percent of total sales, shipments, receipts, or revenue that were a result of e-commerce transactions  Prior Year"
RCPT_TOT,"Total Sales, Shipments, Receipts or Revenue"
RCPT_TOT_PY,"Total Sales, Shipments, Receipts or Revenue  Prior Year"
RCPT_UFO,Unfilled orders yes/no response
RCPT_UFO_NO,Unfilled orders yes/no response
RCPT_UFO_NO_ARCHIVE,Unfilled orders yes/no response
RCPT_UFO_TOT,Value of Unfilled Orders
RCPT_UFO_YES,Unfilled orders yes/no response
RCPT_UFO_YES_ARCHIVE,Unfilled orders yes/no response
RD_CHECK,Did your company perform or fund research and development?
RD_CHECK_NO,Did your company perform or fund research and development?
RD_CHECK_NO_ARCHIVE,Did your company perform or fund research and development?
RD_CHECK_YES,Did your company perform or fund research and development?
RD_CHECK_YES_ARCHIVE,Did your company perform or fund research and development?
RD_VAL,Company's worldwide expenses for research and development
RD_VAL_GE3MIL,Company's worldwide expenses for research and development
RD_VAL_GE3MIL_ARCHIVE,Company's worldwide expenses for research and development
RD_VAL_LT3MIL,Company's worldwide expenses for research and development
RD_VAL_LT3MIL_ARCHIVE,Company's worldwide expenses for research and development
RECORD_ATTN_TXT,The attention field/contact
RECORD_CFN,The CFN (census file number) - Unique identifier used for downloading and uploading data
RECORD_LINENUM,"The line number listed in the following sequence: Employer Identification Number (EIN), major activity, and geographic location"
RECORD_NAICS,The updates needed on NAICS (North American Industry Classification System code)
RECORD_NAME1,The updates to Name
RECORD_NAME2,The secondary name
RECORD_STORENUM,The store or plant number
RENT_PAY_BUILD,Payments for Rental or lease of buildings and other structures
RENT_PAY_BUILD_PY,Payments for Rental or lease of buildings and other structures  Prior Year
RENT_PAY_MACH,Payments for Rental or lease of machinery and equipment
RENT_PAY_MACH_PY,Payments for Rental or lease of machinery and equipment  Prior Year
RENT_PAY_TOT,"Payments for Rental or lease of buildings, other structures, machinery, and equipment Total"
RENT_PAY_TOT_PY,"Payments for Rental or lease of buildings, other structures, machinery, and equipment Total Prior Year"
REPORTING_EXAMPLE_14,Awaiting Update
ROBOT_ACTIVE,Number of industrial robots IN OPERATION at this plant
ROBOT_ACTIVE_PY,Number of industrial robots IN OPERATION for this plant  Prior Year
ROBOT_ACTIVE_WRTIN,Number of industrial robots IN OPERATION at this plant write-in description
ROBOT_CAPEX,"Capital expenditures for new and used industrial robotic equipment, including software, installation, and other one-time costs"
ROBOT_CAPEX_PY,"Capital expenditures for new and used industrial robotic equipment, including software, installation, and other one-time costs  Prior Year"
ROBOT_PURCHASE,Number of industrial robots PURCHASED for this plant
ROBOT_PURCHASE_PY,Number of industrial robots PURCHASED for this plant  Prior Year
ROBOT_PURCHASE_WRTIN,Number of industrial robots PURCHASED for this plant write-in description
TYPE,"Survey Unit Type  su,mu"
CLASS_HOIND,"Class of Customer,  Were 10 percent or more of your sales to household consumers and individual users in the past 12 months?"
CLASS_HOIND_NO,"Class of Customer,  Were 10 percent or more of your sales to household consumers and individual users in the past 12 months?"
CLASS_HOIND_NO_ARCHIVE,"Class of Customer,  Were 10 percent or more of your sales to household consumers and individual users in the past 12 months?"
CLASS_HOIND_YES,"Class of Customer,  Were 10 percent or more of your sales to household consumers and individual users in the past 12 months?"
CLASS_HOIND_YES_ARCHIVE,"Class of Customer,  Were 10 percent or more of your sales to household consumers and individual users in the past 12 months?"
NAICS_MCHLRN,BEACON 6-digit from Search
NC9902C_TYPOP_SELFDSG,Unclassified survey Type of Operation
NC-9902C_TYPOP_SELFDSG,Type of Operation - What is the establishment's primary type of operation
NC9902C_TYPOP_SELFDSG_11,Unclassified survey Type of Operation
NC-9902C_TYPOP_SELFDSG_11,Importer
NC9902C_TYPOP_SELFDSG_11_ARCHIVE,Unclassified survey Type of Operation
NC9902C_TYPOP_SELFDSG_12,Unclassified survey Type of Operation
NC9902C_TYPOP_SELFDSG_12_ARCHIVE,Unclassified survey Type of Operation
NC9902C_TYPOP_SELFDSG_13,Unclassified survey Type of Operation
NC9902C_TYPOP_SELFDSG_13_ARCHIVE,Unclassified survey Type of Operation
NC9902C_TYPOP_SELFDSG_14,Unclassified survey Type of Operation
NC9902C_TYPOP_SELFDSG_14_ARCHIVE,Unclassified survey Type of Operation
NC9902C_TYPOP_SELFDSG_20,Unclassified survey Type of Operation
NC9902C_TYPOP_SELFDSG_20_ARCHIVE,Unclassified survey Type of Operation
NC9902C_TYPOP_SELFDSG_41,Unclassified survey Type of Operation
NC9902C_TYPOP_SELFDSG_41_ARCHIVE,Unclassified survey Type of Operation
NC9902C_TYPOP_SELFDSG_42,Unclassified survey Type of Operation
NC9902C_TYPOP_SELFDSG_42_ARCHIVE,Unclassified survey Type of Operation
NC9902C_TYPOP_SELFDSG_43,Unclassified survey Type of Operation
NC9902C_TYPOP_SELFDSG_43_ARCHIVE,Unclassified survey Type of Operation
NC9902C_TYPOP_SELFDSG_44,Unclassified survey Type of Operation
NC9902C_TYPOP_SELFDSG_44_ARCHIVE,Unclassified survey Type of Operation
NC9902C_TYPOP_SELFDSG_45,Unclassified survey Type of Operation
NC9902C_TYPOP_SELFDSG_45_ARCHIVE,Unclassified survey Type of Operation
NC9902C_TYPOP_SELFDSG_46,Unclassified survey Type of Operation
NC9902C_TYPOP_SELFDSG_46_ARCHIVE,Unclassified survey Type of Operation
NC9902C_TYPOP_SELFDSG_49,Unclassified survey Type of Operation
NC9902C_TYPOP_SELFDSG_49_ARCHIVE,Unclassified survey Type of Operation
NC9902C_TYPOP_SELFDSG_77,Unclassified survey Type of Operation
NC9902C_TYPOP_SELFDSG_77_ARCHIVE,Unclassified survey Type of Operation
NC-9902C_TYPOP_SELFDSG_WRTIN,TYPE OF OPERATION - 9902C writein
NC9902C_TYPOP_WRTIN_77,TYPE OF OPERATION - 9902C writein
NC-9902C_TYPOP_WRTIN_77,TYPE OF OPERATION - 9902C writein
ACTV_MIO,Active months in operation
ADDR_CITY,Mailing Address City
ADDR_ST,Mailing Address State
ADDR_STREET,Mailing Address Street
ADDR_ZIP,Mailing Address ZIP Code
AFFIL_CONTROL,Does another domestic company have the power to control the management and policies of your company?
AFFIL_CONTROL_NO,Does another domestic company have the power to control the management and policies of your company?
AFFIL_CONTROL_NO_ARCHIVE,Does another domestic company have the power to control the management and policies of your company?
AFFIL_CONTROL_YES,Does another domestic company have the power to control the management and policies of your company?
AFFIL_CONTROL_YES_ARCHIVE,Does another domestic company have the power to control the management and policies of your company?
AFFIL_OWNER_ADDR_CITY,"City, town, village, etc. of the owning or controlling company"
AFFIL_OWNER_ADDR_ST,State of the owning or controlling company
AFFIL_OWNER_ADDR_STREET,Street Address of the owning or controlling company
AFFIL_OWNER_ADDR_ZIP,ZIP code of the owning or controlling company
AFFIL_OWNER_EIN,Employer Identification Number of the owning or controlling company
AFFIL_OWNER_GT50,Does another domestic company own more than 50% of the voting stock of your company?
AFFIL_OWNER_GT50_NO,Does another domestic company own more than 50% of the voting stock of your company?
AFFIL_OWNER_GT50_NO_ARCHIVE,Does another domestic company own more than 50% of the voting stock of your company?
AFFIL_OWNER_GT50_YES,Does another domestic company own more than 50% of the voting stock of your company?
AFFIL_OWNER_GT50_YES_ARCHIVE,Does another domestic company own more than 50% of the voting stock of your company?
AFFIL_OWNER_NAME,Name of the owning or controlling company
AFFIL_OWNER_STOCK,What percent of voting stock was held by the owning or controlling company?
AFFIL_OWNER_STOCK_EQ50,What percent of voting stock was held by the owning or controlling company?
AFFIL_OWNER_STOCK_EQ50_ARCHIVE,What percent of voting stock was held by the owning or controlling company?
AFFIL_OWNER_STOCK_GT50,What percent of voting stock was held by the owning or controlling company?
AFFIL_OWNER_STOCK_GT50_ARCHIVE,What percent of voting stock was held by the owning or controlling company?
AFFIL_OWNER_STOCK_LT50,What percent of voting stock was held by the owning or controlling company?
AFFIL_OWNER_STOCK_LT50_ARCHIVE,What percent of voting stock was held by the owning or controlling company?
AFFIL_SPL_ESTAB,Number of affiliated locations (child establishments) with the same EIN
AFFIL_SPL_OWN_DOM,Is the company owned or controlled by another domestic company?
AFFIL_SPL_OWN_DOM_NO,Is the company owned or controlled by another domestic company?
AFFIL_SPL_OWN_DOM_NO_ARCHIVE,Is the company owned or controlled by another domestic company?
AFFIL_SPL_OWN_DOM_YES,Is the company owned or controlled by another domestic company?
AFFIL_SPL_OWN_DOM_YES_ARCHIVE,Is the company owned or controlled by another domestic company?
ASSET_RETIRED,"Depreciable assets sold, retired, scrapped, destroyed, etc.   Total Buildings and Machinery"
ASSET_TOT_BGN,"Depreciable assets at the beginning of the year,  Total Buildings and Machinery"
ASSET_TOT_END,"Depreciable assets at the end of the year,  Total Buildings and Machinery"
BENEFIT_HEALTH,Employer's cost for health insurance
BENEFIT_OTH,Employer's Cost for other benefits
BENEFIT_PENSION_BEN,Employer's Cost for defined benefit pension plans
BENEFIT_PENSION_CON,Employer's Cost for defined contribution pension plans
BUS_TECH_ADD_MFG,Yes/No/Don't Know for Business Technology B
BUS_TECH_ADD_MFG_DEV,Developed in-house
BUS_TECH_ADD_MFG_DNK,Yes/No/Don't Know for Business Technology B
BUS_TECH_ADD_MFG_DNK_ARCHIVE,Yes/No/Don't Know for Business Technology B
BUS_TECH_ADD_MFG_LSD,Leased/rented
BUS_TECH_ADD_MFG_N,Yes/No/Don't Know for Business Technology B
BUS_TECH_ADD_MFG_N_ARCHIVE,Yes/No/Don't Know for Business Technology B
BUS_TECH_ADD_MFG_OTH,"Other, describe:"
BUS_TECH_ADD_MFG_OTH_WRTIN,"Others, describe:"
BUS_TECH_ADD_MFG_PUR,Purchased
BUS_TECH_ADD_MFG_Y,Yes/No/Don't Know for Business Technology B
BUS_TECH_ADD_MFG_Y_ARCHIVE,Yes/No/Don't Know for Business Technology B
BUS_TECH_GUD_VEH,Yes/No/Do not know for Business Technology F
BUS_TECH_GUD_VEH_DEV,Developed in-house
BUS_TECH_GUD_VEH_DNK,Yes/No/Do not know for Business Technology F
BUS_TECH_GUD_VEH_DNK_ARCHIVE,Yes/No/Do not know for Business Technology F
BUS_TECH_GUD_VEH_LSD,Leased/rented
BUS_TECH_GUD_VEH_N,Yes/No/Do not know for Business Technology F
BUS_TECH_GUD_VEH_N_ARCHIVE,Yes/No/Do not know for Business Technology F
BUS_TECH_GUD_VEH_OTH,"Other, describe:"
BUS_TECH_GUD_VEH_OTH_WRTIN,"Others, describe:"
BUS_TECH_GUD_VEH_PUR,Purchased
BUS_TECH_GUD_VEH_Y,Yes/No/Do not know for Business Technology F
BUS_TECH_GUD_VEH_Y_ARCHIVE,Yes/No/Do not know for Business Technology F
BUS_TECH_IND_ROB,Yes/No/Do not Know for Business Technology D
BUS_TECH_IND_ROB_DEV,Developed in-house
BUS_TECH_IND_ROB_DNK,Yes/No/Do not Know for Business Technology D
BUS_TECH_IND_ROB_DNK_ARCHIVE,Yes/No/Do not Know for Business Technology D
BUS_TECH_IND_ROB_LSD,Leased/rented
BUS_TECH_IND_ROB_N,Yes/No/Do not Know for Business Technology D
BUS_TECH_IND_ROB_N_ARCHIVE,Yes/No/Do not Know for Business Technology D
BUS_TECH_IND_ROB_OTH,"Other, describe:"
BUS_TECH_IND_ROB_OTH_WRTIN,"Others, describe:"
BUS_TECH_IND_ROB_PUR,Purchased
BUS_TECH_IND_ROB_Y,Yes/No/Do not Know for Business Technology D
BUS_TECH_IND_ROB_Y_ARCHIVE,Yes/No/Do not Know for Business Technology D
BUS_TECH_RFID,Yes/No/Do Not Know for Business Technology C
BUS_TECH_RFID_DEV,Developed in-house
BUS_TECH_RFID_DNK,Yes/No/Do Not Know for Business Technology C
BUS_TECH_RFID_DNK_ARCHIVE,Yes/No/Do Not Know for Business Technology C
BUS_TECH_RFID_LSD,Leased/rented
BUS_TECH_RFID_N,Yes/No/Do Not Know for Business Technology C
BUS_TECH_RFID_N_ARCHIVE,Yes/No/Do Not Know for Business Technology C
BUS_TECH_RFID_OTH,"Other, describe:"
BUS_TECH_RFID_OTH_WRTIN,"Others, describe:"
BUS_TECH_RFID_PUR,Purchased
BUS_TECH_RFID_Y,Yes/No/Do Not Know for Business Technology C
BUS_TECH_RFID_Y_ARCHIVE,Yes/No/Do Not Know for Business Technology C
BUS_TECH_SER_ROB,Yes/No/Do not know for Business Technology E
BUS_TECH_SER_ROB_DEV,Developed in-house
BUS_TECH_SER_ROB_DNK,Yes/No/Do not know for Business Technology E
BUS_TECH_SER_ROB_DNK_ARCHIVE,Yes/No/Do not know for Business Technology E
BUS_TECH_SER_ROB_LSD,Leased/rented
BUS_TECH_SER_ROB_N,Yes/No/Do not know for Business Technology E
BUS_TECH_SER_ROB_N_ARCHIVE,Yes/No/Do not know for Business Technology E
BUS_TECH_SER_ROB_OTH,"Other, describe:"
BUS_TECH_SER_ROB_OTH_WRTIN,"Others, describe:"
BUS_TECH_SER_ROB_PUR,Purchased
BUS_TECH_SER_ROB_Y,Yes/No/Do not know for Business Technology E
BUS_TECH_SER_ROB_Y_ARCHIVE,Yes/No/Do not know for Business Technology E
BUS_TECH_TOUCH,"Yes, No, Don't Know for Business Technology A"
BUS_TECH_TOUCH_DEV,Developed in-house
